"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"	"Reporter.intensity.corrected.7.TMT2"	"Reporter.intensity.corrected.8.TMT2"	"Reporter.intensity.corrected.9.TMT2"	"Reporter.intensity.corrected.10.TMT2"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"M0R2P6"	76093.6666666667	72881	67231.6666666667	56227.6666666667	59700.3333333333	59965	61999.6666666667	56312.6666666667	56056.3333333333	64977.6666666667	44493	32231.3333333333	43187.3333333333	34311	32811.3333333333	32684.6666666667	21555.3333333333	22963	24817.3333333333	30527.3333333333	30961.3333333333	24140	25941.3333333333	33495.6666666667	25489	29315	19149.6666666667	20472.6666666667	19920.3333333333	17365.3333333333	47934	54002.6666666667	51138	30324	36020.3333333333	32684.6666666667	35753.3333333333	24732.3333333333	31772	29714
"Q9NRL3"	151701	146463.333333333	137945.666666667	209654.333333333	180072.333333333	187147.666666667	200303.666666667	191039	189678	153304.333333333	253053.333333333	200206.666666667	222646.666666667	290666.666666667	285516.666666667	272995.333333333	287730	285233.333333333	297500	258726.666666667	380293.333333333	325006.666666667	315163.333333333	172166.333333333	152367.666666667	181400	190398.666666667	161335.666666667	190416.666666667	202613.333333333	194680	190480	163896.666666667	301200	317623.333333333	319076.666666667	177533.333333333	148933.333333333	169103.333333333	181603.333333333
"Q9BQE4"	327951.5	299034.533333333	273918.366666667	120070.866666667	118419.2	115085.5	77308.7333333333	68027.7666666667	67699.5333333333	237007.1	607583.366666667	434411.3	471747.766666667	171362.566666667	201181.933333333	189892.9	163467.5	100608.22	171416.5	377458.2	845756.666666667	716690	681223.333333333	479180	430811.666666667	430757	541766.666666667	472656.666666667	556923.333333333	334680.333333333	435626.666666667	478033.333333333	463053.333333333	507026.666666667	518960	550226.666666667	479806.666666667	404650	443523.333333333	273366.666666667
"A0A087WUC6"	671953.333333333	575070	569516.666666667	409183.333333333	404496.666666667	440596.666666667	326763.333333333	282173.333333333	284693.333333333	526273.333333333	636003.333333333	438343.333333333	504403.333333333	349206.666666667	334703.333333333	336303.333333333	228933.333333333	219326.666666667	244083.333333333	424860	469610	357963.333333333	425366.666666667	330790	320613.333333333	308833.333333333	326816.666666667	341560	375083.333333333	239700.333333333	647770	659890	409063.333333333	696263.333333333	752453.333333333	777303.333333333	673206.666666667	551590	593420	448930
"Q8N1G4"	797163.333333333	680406.666666667	674876.666666667	860906.666666667	665193.333333333	751846.666666667	879976.666666667	715890	770110	763560	649653.333333333	519223.333333333	530940	667980	582706.666666667	526630	674120	649820	678220	576350	906276.666666667	832296.666666667	825783.333333333	632353.333333333	367686.666666667	494470	620216.666666667	508003.333333333	543886.666666667	474750	667896.666666667	745443.333333333	569856.666666667	940186.666666667	780903.333333333	807670	720903.333333333	556856.666666667	618186.666666667	573180
"P49914"	336173.333333333	288973.333333333	290830	101754	94139.6666666667	94877.3333333333	511300	418953.333333333	431646.666666667	291603.333333333	365123.333333333	273223.333333333	317203.333333333	82515	81221.3333333333	82154	498680	464486.666666667	487296.666666667	300256.666666667	848170	675633.333333333	686446.666666667	373000	322003.333333333	358480	212066.666666667	188053.333333333	220566.666666667	324916.666666667	392923.333333333	404900	388413.333333333	706606.666666667	686343.333333333	755406.666666667	201856.666666667	193670	207500	300160
"Q8WWH5"	103096.666666667	89386	81414.3333333333	115845.666666667	109835.666666667	112348.666666667	147532	123819	136605.333333333	123993.333333333	141615.666666667	110610.333333333	118760	132699.333333333	136681.666666667	131794.333333333	150716.666666667	145631.666666667	153343.333333333	145113	279816.666666667	215533.333333333	218890	99671	85237.6666666667	87227	106758.333333333	97666.6666666667	102795.333333333	91382	84853.3333333333	95520.6666666667	83978.6666666667	206530	203243.333333333	223873.333333333	94177.3333333333	81368	86062	91922.6666666667
"O00231"	1565533.33333333	1391366.66666667	1315766.66666667	1731833.33333333	1426533.33333333	1541266.66666667	1897166.66666667	1686933.33333333	1630700	1438733.33333333	1829266.66666667	1357266.66666667	1491386.66666667	1616566.66666667	1602733.33333333	1564700	2092400	1863566.66666667	2049966.66666667	1643933.33333333	1521500	1258063.33333333	1224213.33333333	949923.333333333	827830	855230	1067256.66666667	791790	950533.333333333	798030	1378400	1375300	1208763.33333333	1496400	1462100	1444866.66666667	1523366.66666667	1152006.66666667	1299466.66666667	1178996.66666667
"Q8NI27"	376290	329343.333333333	290836.666666667	385560	382290	397130	441610	373473.333333333	390336.666666667	360686.666666667	370040	271200	317536.666666667	382976.666666667	370366.666666667	375866.666666667	355580	361716.666666667	378643.333333333	328930	430993.333333333	360610	366743.333333333	224413.333333333	199740	196883.333333333	226470	208946.666666667	242546.666666667	234356.666666667	386110	388470	224670	595686.666666667	597966.666666667	664103.333333333	399960	317653.333333333	336613.333333333	369126.666666667
"O60518"	41330.6666666667	54325	36777	34073.6666666667	33662.6666666667	34524.6666666667	102830	108262.333333333	102173.666666667	66634	71659.3333333333	49907	62931.3333333333	54486	50936.6666666667	53209.6666666667	157813.666666667	156058.666666667	168912.666666667	107841	65551.6666666667	53201.3333333333	53503	32486.3333333333	26880.3333333333	28615.6666666667	108704	98875.6666666667	110384.666666667	47448.3333333333	28481.3333333333	29006.3333333333	23537.3333333333	37941	34981	40654	87684.6666666667	72611	77034.6666666667	35725.3333333333
"Q9H9B1"	26639.3333333333	23295.6666666667	24153	25342.3333333333	23505.3333333333	23228.3333333333	26782	24271	20682.3333333333	30061	83958	61836.6666666667	64449	57356	58948.6666666667	53161.3333333333	50820.3333333333	49739.3333333333	53283	63179.6666666667	164496.333333333	130407.333333333	142411.666666667	65265.3333333333	56585.3333333333	57898	51899.3333333333	55597.6666666667	54572.3333333333	58472.6666666667	52181.3333333333	52891	50405	82283	80545	78964.3333333333	45646.3333333333	37643.3333333333	55806	51829
"Q8TDZ2"	184890.333333333	164006	153245.333333333	65941.9	65949.5	72923.4333333333	49181.6	45995.6666666667	45574.5	96808	180980	132901	139729	53525.3333333333	58930.3333333333	52243	42685.3333333333	46845.6666666667	45157.6666666667	80210	62001.3333333333	55811.6666666667	63840.3333333333	150438.333333333	113457.666666667	135164.666666667	42830	43790.6666666667	45470.6666666667	57124	153757	169978	154411	67284	47698.6666666667	57589.6666666667	43856.3333333333	46447.6666666667	42198.3333333333	69467
"P30153"	2070766.66666667	1845800	1689633.33333333	1952900	1900700	1981900	1854000	1488400	1614800	1700366.66666667	2623833.33333333	1767866.66666667	2053433.33333333	2969033.33333333	2442333.33333333	2056200	1825033.33333333	1756033.33333333	1729500	2189366.66666667	2029566.66666667	1791573.33333333	1821863.33333333	1426900	1156366.66666667	1348866.66666667	1388300	1334433.33333333	1438666.66666667	1261866.66666667	2882900	2873800	2825633.33333333	1968633.33333333	2297900	2146000	2676866.66666667	1884466.66666667	2256366.66666667	2138500
"Q96D53"	27052.25	19508.3	17649.2	7005.2	5271.15	6456.9	10848.05	8261.05	8209	15180.55	86196	64879	70689.6666666667	16866.0666666667	16369.5666666667	15211.6333333333	27924	29961.6666666667	26791.6666666667	48426	84044.3333333333	61793	62209.6666666667	72181.6666666667	63776	70648.3333333333	55909.6666666667	48097	53252.3333333333	45114.6666666667	184432	184967.333333333	146617	167776	171575	182592	131534.333333333	97861.3333333333	122524.666666667	103767
"A6NHR9"	403403.333333333	375700	347503.333333333	468993.333333333	464123.333333333	478080	393563.333333333	348196.666666667	331763.333333333	372476.666666667	540613.333333333	359690	408773.333333333	527296.666666667	514236.666666667	499993.333333333	327806.666666667	332680	376450	418566.666666667	345546.666666667	270970	266376.666666667	400116.666666667	388043.333333333	365826.666666667	490793.333333333	441123.333333333	475880	330510	387520	389263.333333333	354036.666666667	224600	237716.666666667	246420	457283.333333333	372253.333333333	428726.666666667	317740
"F8WAJ0"	66551.3333333333	70104	58926.6666666667	57496.3333333333	62187.3333333333	51187.6666666667	55190	42542	45804.6666666667	66551.3333333333	241787.2	170442.633333333	187670.3	169138.266666667	178050	162976.566666667	131665.033333333	130470.3	146067.8	182408.5	200108.666666667	161143.666666667	181341	150514.666666667	127997.666666667	143988	126810.333333333	114501.333333333	137440	105965.333333333	239222	242573.333333333	232267.333333333	250958.666666667	270016.666666667	276029.666666667	205780	159302.333333333	192071.333333333	181107
"Q5VYS8"	216360	180223.333333333	167900	118469.333333333	115752	120255.333333333	145916.666666667	122856.666666667	135016.666666667	145836.666666667	346336.666666667	232780	271520	173083.333333333	180476.666666667	162134.333333333	183660	178570	176983.333333333	213280	99917	81070.3333333333	86531.3333333333	176820	144030	155433.333333333	121306.666666667	102641.666666667	112305.333333333	112083.333333333	177480	172773.333333333	168960	92196.6666666667	105220	102444	146943.333333333	112926.666666667	138290	122210
"O95159"	114279.333333333	136573.333333333	99941	175450	164886.666666667	173900	258296.666666667	277940	252206.666666667	159333.333333333	129895.333333333	97464.3333333333	105561.333333333	216606.666666667	179800	150978	250586.666666667	231030	229100	181546.666666667	332200	250486.666666667	298123.333333333	106740.333333333	84812.3333333333	96835	184243.333333333	191766.666666667	201743.333333333	152986.666666667	120939.666666667	127266.666666667	107730.333333333	259026.666666667	267060	252323.333333333	208503.333333333	166778	184173.333333333	150090.333333333
"Q6P2E9"	584716.666666667	565803.333333333	489573.333333333	563806.666666667	526660	545356.666666667	1158316.66666667	973806.666666667	998493.333333333	773540	615423.333333333	436180	513026.666666667	540310	514870	502316.666666667	965446.666666667	918763.333333333	955236.666666667	726670	980946.666666667	914083.333333333	871093.333333333	431446.666666667	300033.333333333	337060	717553.333333333	617920	679536.666666667	435693.333333333	415273.333333333	417250	450286.666666667	880283.333333333	888550	929950	757470	633910	680703.333333333	465853.333333333
"Q9UNF1"	409526.666666667	358116.666666667	359336.666666667	773056.666666667	659173.333333333	712490	210423.333333333	199503.333333333	204476.666666667	419130	451770	317323.333333333	361083.333333333	674353.333333333	625596.666666667	655540	184970	171736.666666667	200776.666666667	443290	821843.333333333	728990	711183.333333333	340693.333333333	252210	291713.333333333	242193.333333333	242046.666666667	261290	282066.666666667	347183.333333333	362363.333333333	336720	857970	819163.333333333	865430	332360	292710	313760	365953.333333333
"A6NDG6"	385993.333333333	370546.666666667	324273.333333333	344356.666666667	338256.666666667	356230	420786.666666667	369780	370673.333333333	378350	394103.333333333	289963.333333333	318650	308026.666666667	306863.333333333	306600	361396.666666667	320420	351303.333333333	351143.333333333	1034946.66666667	809363.333333333	787113.333333333	395300	346286.666666667	364396.666666667	425326.666666667	363910	423816.666666667	378873.333333333	413936.666666667	406260	391080	656653.333333333	658666.666666667	679310	414613.333333333	313566.666666667	376216.666666667	362103.333333333
"E9PQY2"	552750	519453.333333333	490943.333333333	772076.666666667	680423.333333333	705566.666666667	662940	666323.333333333	601230	675036.666666667	416116.666666667	332593.333333333	343183.333333333	441860	562020	504973.333333333	442126.666666667	460710	511406.666666667	490876.666666667	636648.666666667	530037.333333333	570727	204069.333333333	173689.666666667	200243.666666667	283838.666666667	244020.333333333	272144.333333333	253226.666666667	307274.333333333	256679	257682	686713.333333333	646893.333333333	611413.333333333	345344.333333333	282913	383486.333333333	331564
"A0A140TA09"	16440	24920	15499	34876	31663	32735	28909	34327	34052	25633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P55263"	898973.333333333	1046426.66666667	834936.666666667	1262790	1114336.66666667	1223766.66666667	1112596.66666667	1208940	1102563.33333333	1003966.66666667	894726.666666667	618696.666666667	734000	1128110	1027143.33333333	887346.666666667	857506.666666667	858356.666666667	874053.333333333	889433.333333333	1097466.66666667	896400	945626.666666667	374516.666666667	330936.666666667	383030	394610	356653.333333333	426296.666666667	404563.333333333	485623.333333333	508130	523293.333333333	1129306.66666667	1121100	1093803.33333333	442213.333333333	378156.666666667	423423.333333333	466090
"P40855"	520266.666666667	437800	409733.333333333	414680	386963.333333333	421500	266770	214160	227593.333333333	389850	647483.333333333	484400	523733.333333333	446640	416540	427523.333333333	263210	264920	272970	448253.333333333	336243.333333333	322953.333333333	281190	421383.333333333	350993.333333333	359216.666666667	428843.333333333	394840	447220	268656.666666667	462293.333333333	476973.333333333	434806.666666667	321266.666666667	357450	337420	504100	444380	464226.666666667	315813.333333333
"O95551"	123263.333333333	112293.333333333	104626	234136.666666667	213680	232746.666666667	155180	153880	139516.666666667	146476.666666667	171500	120033.333333333	131436.666666667	261136.666666667	267080	268400	173563.333333333	172856.666666667	179653.333333333	182016.666666667	211553.333333333	183850	173793.333333333	133633.333333333	118982	130213.333333333	198273.333333333	167763.333333333	197053.333333333	156506.666666667	186750	189923.333333333	160253.333333333	189690	190300	192700	246480	206963.333333333	223736.666666667	195780
"P30260"	311896.666666667	268800	252033.333333333	370520	350066.666666667	378490	253706.666666667	211670	228556.666666667	289226.666666667	492696.666666667	355280	389453.333333333	493466.666666667	479376.666666667	469266.666666667	285703.333333333	289510	314013.333333333	382716.666666667	312230	291186.666666667	277803.333333333	225866.666666667	184210	196616.666666667	198610	184103.333333333	205086.666666667	191610	311873.333333333	311146.666666667	298800	311173.333333333	288130	313770	244963.333333333	198956.666666667	231896.666666667	231243.333333333
"Q99567"	355146.666666667	359646.666666667	311046.666666667	427813.333333333	413620	436526.666666667	368320	331086.666666667	345163.333333333	345953.333333333	761666.666666667	523250	601366.666666667	780183.333333333	778556.666666667	745110	598410	595983.333333333	592840	632663.333333333	481570	365096.666666667	420630	319606.666666667	280153.333333333	312356.666666667	308043.333333333	307866.666666667	350723.333333333	290623.333333333	451380	444693.333333333	437553.333333333	441033.333333333	444820	472556.666666667	465493.333333333	383780	395076.666666667	365680
"O15042"	364690	343920	326880	399850	363213.333333333	367446.666666667	440943.333333333	418143.333333333	392116.666666667	378330	430666.666666667	355460	352760	403220	429503.333333333	433836.666666667	410226.666666667	432263.333333333	470200	427710	521610	430856.666666667	481453.333333333	374773.333333333	305970	346393.333333333	392803.333333333	341063.333333333	366290	283786.666666667	462923.333333333	475250	389363.333333333	598203.333333333	568693.333333333	628423.333333333	501690	428610	478243.333333333	388566.666666667
"Q9NP50"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2154.8	1386.2	1914.8	NA	1751.1	1340.5	3938	3730.4	2227.6	2075.9	6630.6	7426.7	6594.9	3568.4	3349.7	4823.8	3890	4152.5	4212	2699.8	2122.5	2833.2	2212.5	3200.9	5940.6	3272.1	3912.1	4022.6	3899.6	2245.8
