"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"	"Reporter.intensity.corrected.7.TMT2"	"Reporter.intensity.corrected.8.TMT2"	"Reporter.intensity.corrected.9.TMT2"	"Reporter.intensity.corrected.10.TMT2"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"O14656"	376596.666666667	346500	312003.333333333	288840	260220	291033.333333333	254100	229670	226176.666666667	345760	600486.666666667	443950	513466.666666667	406730	374956.666666667	393676.666666667	301113.333333333	325100	325586.666666667	477243.333333333	591683.333333333	507853.333333333	498113.333333333	242306	211314.666666667	217238	228605.333333333	203046	225519.333333333	204608.666666667	398370	404276.666666667	368266.666666667	673410	697556.666666667	720360	331616.666666667	283943.333333333	315830	305513.333333333
"C9JBI3"	97846.3333333333	88633	88090.3333333333	204623.333333333	189670	208436.666666667	209353.333333333	182685	174616.666666667	180357.666666667	114777	81972.3333333333	95297.6666666667	210546.666666667	214886.666666667	200673.333333333	203586.666666667	190896.666666667	193690	177513.333333333	251810	203496.666666667	186903.333333333	113969.666666667	97769.6666666667	108704.333333333	385790	328260	344890	173103.333333333	126010	127844.666666667	120231.666666667	194259	184010.666666667	203517.666666667	423016.666666667	369573.333333333	419276.666666667	193051
"P49441"	301808.666666667	262236.333333333	230172	225730.666666667	215918.333333333	246897.666666667	515723.333333333	442280	480073.333333333	238786.333333333	550200	383923.333333333	447186.666666667	373490	372086.666666667	345380	641123.333333333	601640	640126.666666667	361326.666666667	43963.3333333333	37119.3333333333	37863.3333333333	112313	99691.6666666667	118928.666666667	33054.6666666667	29439.6666666667	32564	89476.6666666667	337125.333333333	345989.333333333	317244	63717.6666666667	60381	60127	79438	61143	62818.3333333333	233525.666666667
"U3KQK0"	8462033.33333333	6460066.66666667	4773266.66666667	3935066.66666667	2653433.33333333	3714266.66666667	2473366.66666667	2467066.66666667	2014133.33333333	3895000	12298266.6666667	7964400	8768566.66666667	3448433.33333333	3467366.66666667	3128166.66666667	2368966.66666667	3277200	2798233.33333333	5844000	3976866.66666667	3842533.33333333	3510266.66666667	9480400	4781833.33333333	4874933.33333333	3632366.66666667	3841866.66666667	4065133.33333333	3275266.66666667	10364533.3333333	11312900	10370366.6666667	7015500	5299633.33333333	5595700	8097633.33333333	6194400	7671333.33333333	5422033.33333333
"F8W689"	62597.6666666667	75209.3333333333	57442	58936.3333333333	57995.3333333333	57957.6666666667	51889.3333333333	48638.3333333333	52099.3333333333	49095	45624.8	36940.2333333333	38954.6333333333	46859.7666666667	48237.1	48600.7666666667	46194.5	46644	48159.4333333333	38344.7666666667	13370	4719	10961	4842.7	6917.7	8061.3	3453.6	7274	6928.3	8134.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P04899"	3219866.66666667	3291300	2607400	2608766.66666667	2308600	2444966.66666667	1772763.33333333	1607873.33333333	1555763.33333333	2272086.66666667	2834466.66666667	2046733.33333333	2285100	1949073.33333333	1923066.66666667	1785450	1102040	1096626.66666667	1118953.33333333	1627343.33333333	2204633.33333333	1842260	1887066.66666667	2030033.33333333	1547260	1784633.33333333	1158176.66666667	1038296.66666667	1135260	1154763.33333333	2242033.33333333	2240233.33333333	2211500	1668933.33333333	1649113.33333333	1670933.33333333	1331890	973956.666666667	1087833.33333333	1219573.33333333
"Q15738"	728646.666666667	662176.666666667	599733.333333333	559480	422700	505370	490986.666666667	419276.666666667	430346.666666667	621196.666666667	1297393.33333333	1057696.66666667	1027530	766043.333333333	702403.333333333	705450	798916.666666667	767853.333333333	783800	1017186.66666667	1193946.66666667	1029943.33333333	1007750	557316.666666667	430036.666666667	494243.333333333	642096.666666667	593580	663700	429013.333333333	789386.666666667	842476.666666667	576846.666666667	1277816.66666667	1198736.66666667	1278630	856480	713003.333333333	829956.666666667	605896.666666667
"Q8N6R0"	297576.666666667	254333.333333333	234936.666666667	262573.333333333	266580	267470	340230	279380	315046.666666667	278253.333333333	272023.333333333	184466.666666667	210346.666666667	254026.666666667	240986.666666667	224093.333333333	280966.666666667	274666.666666667	284976.666666667	260670	238025	198013.666666667	194677.333333333	125331.666666667	109749.666666667	118878	174518.666666667	152306	165730.666666667	126715.333333333	170800	177340	95049.6666666667	224220	226810	240870	238510	191710	213870	161930
"P41227"	989863.333333333	847636.666666667	823850	1015410	881613.333333333	938986.666666667	1481023.33333333	1242666.66666667	1264106.66666667	906776.666666667	1050153.33333333	746516.666666667	841986.666666667	899523.333333333	882250	843706.666666667	1369366.66666667	1309933.33333333	1356400	892430	1359166.66666667	1239533.33333333	1176016.66666667	965726.666666667	795710	846290	1127766.66666667	981853.333333333	1102300	885076.666666667	1091900	1025486.66666667	748603.333333333	1119760	1174333.33333333	1184133.33333333	1300000	1074703.33333333	1189866.66666667	950630
"Q9NZ45"	526585	480255	455930	648125	623035	667740	484120	429235	448910	519220	369477.666666667	276327	300607	342965.666666667	347616	337239.666666667	296884.666666667	264879.666666667	280618.333333333	354190.333333333	562110	443545	478705	321475	281370	302070	421240	378730	421125	289480	498025	504970	394475	666020	591380	695305	582505	515755	532665	447565
"Q16543"	1330133.33333333	1157183.33333333	1071510	1925333.33333333	1830266.66666667	1843100	2172000	1844700	1912800	1627533.33333333	1409233.33333333	1035223.33333333	1201400	1897800	1836400	1856266.66666667	2026600	1862800	2072133.33333333	1608433.33333333	2752133.33333333	2264600	2227833.33333333	893043.333333333	753403.333333333	801906.666666667	1282026.66666667	1006580	1225533.33333333	1109556.66666667	1511300	1407033.33333333	1476166.66666667	2557633.33333333	2617566.66666667	2671833.33333333	1842633.33333333	1457233.33333333	1706166.66666667	1582400
"Q9H910"	382406.666666667	485823.333333333	361356.666666667	310316.666666667	307583.333333333	308003.333333333	317950	250753.333333333	333636.666666667	331260	374023.333333333	268006.666666667	337700	266000	299353.333333333	243593.333333333	226976.666666667	325183.333333333	223370	233866.666666667	145660	114676.666666667	120393.333333333	79527.3333333333	75538.6666666667	121163.333333333	51610.3333333333	79516.3333333333	90773.6666666667	92044.6666666667	138785	95788.6666666667	105953.666666667	148696.666666667	124618.666666667	149093.333333333	162076.666666667	77858.3333333333	123868.666666667	133802
"Q99487"	14078	10903.9	10370	9470.1	8643.55	8512.35	12877	10928.6	10237.75	14493.5	36651.3333333333	28328.7333333333	32830.6666666667	22082	20704.7333333333	22223.0333333333	27368.7666666667	25709.4	26091.2	31468.6666666667	61829.6666666667	51184.6666666667	47077.3333333333	20048.0333333333	19334.0333333333	22181.6333333333	29140	28271.2666666667	32085.2666666667	22130.0666666667	16471.2333333333	16595.3333333333	16932.9666666667	28888	31533.1333333333	31943	23797.9333333333	20695.9333333333	21419.0333333333	13155.5
"Q13438"	251886.666666667	224293.333333333	201606.666666667	361306.666666667	336523.333333333	343470	235320	203223.333333333	220973.333333333	284846.666666667	219743.333333333	144725.333333333	180291.333333333	261503.333333333	272610	259636.666666667	155660.333333333	158507	170036.333333333	221353.333333333	324300	258406.666666667	265826.666666667	77657.3333333333	71150	72084.3333333333	102539	91123	100810.333333333	108736.666666667	79627	79943.6666666667	79097	191906.666666667	196013.333333333	213276.666666667	76650.3333333333	59241	64872.6666666667	80245
"Q4V328"	342776.666666667	291776.666666667	277930	434050	437873.333333333	445963.333333333	397866.666666667	323333.333333333	365346.666666667	441560	238123.333333333	163050	195440	288293.333333333	296933.333333333	287520	293186.666666667	258736.666666667	288510	261216.666666667	570946.666666667	493256.666666667	496176.666666667	176816.666666667	148356.666666667	163113.333333333	330316.666666667	286190	323363.333333333	228830	232873.333333333	234590	230226.666666667	574853.333333333	601626.666666667	637830	417560	345936.666666667	414223.333333333	286166.666666667
"P52732"	290133.333333333	278646.666666667	223800	456763.333333333	431176.666666667	442290	466660	354596.666666667	418326.666666667	390260	589563.333333333	375363.333333333	451860	649493.333333333	658550	613553.333333333	680183.333333333	578076.666666667	681603.333333333	515510	405120	354646.666666667	346256.666666667	239920	189673.333333333	208370	322020	260513.333333333	311420	271956.666666667	438153.333333333	418646.666666667	377983.333333333	317606.666666667	342170	352126.666666667	602546.666666667	405636.666666667	498310	421480
"A6NJ78"	7781.7	10812	7351.1	4009.2	3371.1	3409.4	7532.3	7510.5	8441.4	7099.5	10129	5899.7	9799.4	5072.6	5550.6	3934.8	9189.7	10261	7414.5	5668.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9UEU0"	34270	36696.6666666667	27836.3333333333	36738	32135	36506.3333333333	38298	31335	29798.3333333333	38506	54688.6666666667	38716.6666666667	46191.3333333333	53905	50357	52908.6666666667	49780	45255.3333333333	49936	55155.6666666667	218387.333333333	166189.333333333	174354.666666667	87120.3333333333	74754.6666666667	79253.3333333333	123980.666666667	126639.666666667	135381	105033	118011.666666667	117892	107268	179206.666666667	177473.333333333	192933.333333333	122662	111087	131311.666666667	109658
"Q96DX4"	63447.6666666667	53988.3333333333	42794.6666666667	52361.6666666667	48386.3333333333	53207	83036	78170	81146	57501	25471.6666666667	17753	21252	19501	21008.6666666667	23202	28173	30993.6666666667	32686	26486.3333333333	21413.4	19668	22230.0333333333	15263.4666666667	11445.6333333333	11903.3333333333	24358.6666666667	21463.7666666667	24485.6666666667	12172.6666666667	33639	35418	27169	39777	39967	48624	46549	46406	50871	32990
"Q15369"	1288566.66666667	1293856.66666667	1170943.33333333	1514433.33333333	993316.666666667	1141706.66666667	946453.333333333	896906.666666667	805883.333333333	1034703.33333333	1660633.33333333	1393083.33333333	1359880	1576656.66666667	1253923.33333333	1150410	1097576.66666667	1136480	1098250	1223076.66666667	1899273.33333333	1825100	1893566.66666667	1333146.66666667	759203.333333333	1053456.66666667	712846.666666667	722636.666666667	736613.333333333	728020	1223880	1383410	951763.333333333	2082600	1444196.66666667	1583763.33333333	915000	696716.666666667	798606.666666667	847510
"P23470"	86568.6666666667	76400	66678.3333333333	103384	98886.6666666667	106417.333333333	16971.3666666667	16927.6666666667	16454.9333333333	55881.6666666667	68664	48645.3333333333	58094	75976.6666666667	77509.6666666667	74254	11084.2666666667	9415.66666666667	10801.4	36440	7874.45	9827.45	9815.75	25728	19414.55	23808	1319.49	1819.9	1956.5	13582.55	24003	25559.3333333333	11505.6666666667	4791.23333333333	7061.6	7616.93333333333	1071.725	762.505	1629.615	13357
"P42785"	602836.666666667	507466.666666667	505936.666666667	241733.333333333	185846.666666667	222819	245470	232243.333333333	236770	304950	386140	278036.666666667	330100	205841.333333333	175432.333333333	132773	205076.666666667	199643.333333333	180043.333333333	218806.666666667	189790	162043	166770.666666667	301026.666666667	223046.666666667	262993.333333333	128100.333333333	122394.333333333	137972.666666667	141533.666666667	385016.666666667	383396.666666667	293943.333333333	191960	204470	209656.666666667	212430	158190	199090	186150
"P98179"	173098.333333333	181939.333333333	164220	299678.333333333	176004.333333333	216643.333333333	62357.6666666667	83151.6666666667	60910	81082.6666666667	367271.666666667	295850	335808.666666667	467522.333333333	436392.333333333	395729.333333333	194776	205928.666666667	206576.333333333	205941.333333333	60714	55140.6666666667	57691	444153.333333333	236541	322144.333333333	69768.6666666667	91064.6666666667	79069.3333333333	195221.666666667	248750	301670	359540	216733.333333333	191033.333333333	220310	110725.666666667	98482.6666666667	113180	191670.333333333
"P26368"	1829866.66666667	1833300	1480400	2078933.33333333	1933500	1954800	2610100	2460133.33333333	2393000	2030066.66666667	1452533.33333333	984690	1139306.66666667	1513566.66666667	1414300	1222186.66666667	1503033.33333333	1575566.66666667	1461733.33333333	1361700	2201533.33333333	1702733.33333333	1851533.33333333	984726.666666667	876980	919663.333333333	1295333.33333333	1126216.66666667	1117673.33333333	1022203.33333333	1326593.33333333	1397163.33333333	1454003.33333333	1939900	2225600	2013333.33333333	1607800	1200580	1392300	1252733.33333333
"P38646"	6271733.33333333	6237366.66666667	5717700	3623200	3375766.66666667	3176433.33333333	5768300	5639666.66666667	4845200	4332000	6233966.66666667	5259500	5234866.66666667	3369266.66666667	3325633.33333333	3341233.33333333	5068000	4934066.66666667	5700966.66666667	4271766.66666667	7994833.33333333	7069400	7030366.66666667	6219400	5766533.33333333	5495300	3451866.66666667	2949566.66666667	3499766.66666667	4569700	5090766.66666667	5251733.33333333	5445366.66666667	4795466.66666667	5223833.33333333	4643233.33333333	2847600	2327066.66666667	2700400	3231233.33333333
"Q8IWZ8"	118306.333333333	112536	95608.3333333333	190280	180393.333333333	193070	205393.333333333	184586.666666667	190426.666666667	142870	223800.666666667	150961.333333333	198402	350503.333333333	363735.333333333	354453	364502.666666667	356649.666666667	379420.333333333	268338.666666667	223463.333333333	185930	195533.333333333	92541.3333333333	78373.3333333333	96318.6666666667	124850	117166.666666667	132813.333333333	123633.333333333	175326.666666667	160499.666666667	161244.666666667	529533.333333333	511470	582956.666666667	237446.666666667	191476.666666667	210600	223040
"P20073"	785123.333333333	741920	667500	723943.333333333	607530	696870	490830	451590	438790	642093.333333333	1317966.66666667	1014783.33333333	1089616.66666667	1061096.66666667	1012786.66666667	1035936.66666667	770926.666666667	738530	818663.333333333	1065183.33333333	1240513.33333333	991466.666666667	1031283.33333333	650573.333333333	539393.333333333	603800	570493.333333333	496186.666666667	573410	503640	673636.666666667	705183.333333333	639290	1020750	944590	1043666.66666667	591236.666666667	502013.333333333	575566.666666667	520613.333333333
"Q9BVG4"	886990	786300	717313.333333333	993403.333333333	886463.333333333	985526.666666667	686443.333333333	592080	597903.333333333	779773.333333333	1059730	786446.666666667	844846.666666667	1086380	958280	958133.333333333	663016.666666667	653586.666666667	715533.333333333	812346.666666667	802040	672566.666666667	664396.666666667	650003.333333333	534600	606536.666666667	603606.666666667	541363.333333333	591920	518560	898190	897510	850716.666666667	773266.666666667	787496.666666667	759150	858773.333333333	688833.333333333	764866.666666667	676183.333333333
"Q9NTJ3"	1033433.33333333	871650	847726.666666667	1202133.33333333	1122066.66666667	1167500	1946166.66666667	1545766.66666667	1697066.66666667	1075766.66666667	1128993.33333333	798240	882583.333333333	1055790	1122466.66666667	1065500	1571500	1502233.33333333	1549566.66666667	1044780	874693.333333333	779183.333333333	716210	888660	708090	764313.333333333	850133.333333333	704126.666666667	803496.666666667	816833.333333333	1010866.66666667	1014406.66666667	1019550	732766.666666667	715150	747900	942380	703970	817116.666666667	898313.333333333
"Q9UK97"	55393.4666666667	43113.7333333333	44450.1	49935.4666666667	50030.6666666667	50737.1666666667	79493.3	71428.8333333333	72882.2	57804.2666666667	51478	37132.3333333333	41217.3333333333	43764	44718.6666666667	43693	66565.6666666667	62400.3333333333	68045.6666666667	45911.6666666667	45164	37683	39427.3333333333	22923	17623.6666666667	19707	25825	23961.3333333333	24982.6666666667	23383	59417	58042.3333333333	41572.3333333333	89196.6666666667	84652.3333333333	94924.6666666667	67943.3333333333	55227.3333333333	61594.6666666667	54407.3333333333
"Q16186"	792596.666666667	720126.666666667	675443.333333333	700933.333333333	673760	668413.333333333	936843.333333333	830110	856930	702666.666666667	1152216.66666667	810656.666666667	951753.333333333	833473.333333333	773503.333333333	777096.666666667	1119036.66666667	1098460	1135536.66666667	931286.666666667	749446.666666667	668873.333333333	694406.666666667	398536.666666667	348636.666666667	411036.666666667	344666.666666667	361220	377406.666666667	377696.666666667	715933.333333333	700533.333333333	596030	1244370	1285710	1294473.33333333	727480	641770	661710	643093.333333333
"Q8N884"	16466.95	22870	20898	51466	26349.25	31096.9	23519.1	20323.8	20613.1	16759.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P82932"	450196.666666667	635103.333333333	422713.333333333	312843.333333333	282836.666666667	305206.666666667	335663.333333333	379836.666666667	396963.333333333	327890	615400	392003.333333333	473263.333333333	509100	549953.333333333	391676.666666667	934293.333333333	842066.666666667	816936.666666667	847586.666666667	158593.333333333	146500	157053.333333333	240286.666666667	229100	244166.666666667	162888.666666667	192286.666666667	202643.333333333	169311	468263.333333333	466623.333333333	400856.666666667	203603.333333333	211609.333333333	212630	359696.666666667	238723.333333333	253212.333333333	279860
"A0A1W2PRV5"	206273.333333333	170000	173593.333333333	288363.333333333	308180	291380	356863.333333333	312136.666666667	319430	289773.333333333	190231.666666667	140464	139581	227346	261162.333333333	227342.333333333	287095.333333333	274363.666666667	283354.333333333	236365.666666667	653830	615625	605400	222264	190780	129513.666666667	416115.5	356677.5	371323	319749	97621	96941	73461.3333333333	188770.333333333	211088.666666667	224626	126310.333333333	95002.6666666667	110680.666666667	113230.666666667
"Q9Y6I3"	249673.333333333	228206.666666667	215863.333333333	324693.333333333	238376.666666667	284036.666666667	427723.333333333	359776.666666667	362493.333333333	268180	351453.333333333	281523.333333333	289370	347483.333333333	304846.666666667	315606.666666667	508596.666666667	491140	533133.333333333	318583.333333333	179976.666666667	144405	139355.666666667	148646.666666667	128760	138366.666666667	155903.333333333	138400	170186.666666667	149160	117961	128970	81882.3333333333	155369.333333333	141607.333333333	153145.333333333	136636	102239.333333333	111484	123748
"D6RBN9"	43136.3333333333	39383.6666666667	34179	35889	32644.3333333333	39065.6666666667	49933	40623.6666666667	33169.6666666667	40036.3333333333	193880	141820	148950	153910	170990	167040	234200	228050	240580	177840	59729	42287	47844	139120	125000	130290	204420	193110	206310	125430	203080	216090	83609	46132	49768	40863	315450	240560	265800	180790
"F8W1A4"	1343143.33333333	1316800	1116020	1096050	989683.333333333	1087293.33333333	2431300	2064066.66666667	2120633.33333333	1293646.66666667	1635066.66666667	1249866.66666667	1420400	1285933.33333333	1199933.33333333	1239000	2197266.66666667	2097766.66666667	2262866.66666667	1408133.33333333	1088613.33333333	952380	1013310	1126653.33333333	960103.333333333	998396.666666667	1397053.33333333	1296986.66666667	1459903.33333333	935553.333333333	1563366.66666667	1627100	1707466.66666667	1454033.33333333	1293836.66666667	1438900	2182933.33333333	1722300	1988200	1385460
"E5RFJ1"	114241.333333333	97557	84725.6666666667	59727.3333333333	71015.6666666667	60898.3333333333	199629	166242.666666667	173991	117362.333333333	70885.5	46231.5	60861	38563	45373.5	36688.5	116225	117160	124015	75095.5	106379.5	89153	86600.5	61317	61652.5	65711.5	66044	69657.5	79526.5	63029.5	112514.666666667	111576.666666667	66526.6666666667	151557.333333333	140435	163676.333333333	148622.333333333	133810	139593.333333333	119439.333333333
"Q13206"	206466.333333333	176200.333333333	166843	245646.666666667	252816.666666667	241320	245890	213040	195660.666666667	166581.333333333	272173.333333333	192020	218818.666666667	261786.666666667	281266.666666667	258130	171971.666666667	191807	198617	216163.333333333	71663.6666666667	55560.6666666667	62928.6666666667	86312	80617.3333333333	81715.6666666667	59827	63414.3333333333	64639.6666666667	67583	145648.666666667	146561.333333333	146949.666666667	129562	122671.666666667	139532	142197.666666667	106495	113156	121598.666666667
"O76041"	146497.666666667	139365.466666667	127917.9	5300.97666666667	3196.93666666667	7245.86666666667	10731	8342.35	5956.45	49105.2	163431	113310	124781.333333333	17221.0333333333	54994.7	13510.3333333333	18418.4	69911.7666666667	24009.55	70699	49343.3333333333	44312.3333333333	47023	96686.6666666667	86277	103364.333333333	24447	26174	30238	36692	145274.333333333	137988.666666667	101856.333333333	88932	95701.6666666667	97955.6666666667	90560.5	69652	54784.9333333333	68035.6666666667
"Q13547"	323436.666666667	287366.666666667	280813.333333333	522820	476106.666666667	479523.333333333	369576.666666667	332076.666666667	334966.666666667	366290	359960	281793.333333333	299126.666666667	536010	566880	545906.666666667	361050	376720	405326.666666667	366236.666666667	784493.333333333	635520	660010	286293.333333333	250773.333333333	266806.666666667	210183.666666667	195761.333333333	208484.333333333	285946.666666667	254510	275223.333333333	215246.666666667	553410	544863.333333333	576610	197180	155150	186956.666666667	267306.666666667
"E7EMZ9"	169974.666666667	149929.666666667	141009.666666667	239834	230709.666666667	246898.333333333	203243.333333333	191855	191037	190758	140208.333333333	94666	115291.666666667	156063.333333333	163896.666666667	152483.333333333	154746.666666667	146032.333333333	160796.666666667	135970.333333333	65459.6666666667	55871.6666666667	45935.6666666667	53905	30500.3333333333	34715.6666666667	85574.6666666667	72805	83018.3333333333	55131.3333333333	38238.6666666667	36459.6666666667	36374.2666666667	41518.6666666667	39960.7	37680	59452.6666666667	45540.3333333333	52111.3333333333	45380
"O75431"	74467.6666666667	72566.3333333333	62214.3333333333	55310	44114.0333333333	50162	51685.2666666667	48468	43869.6666666667	45196.3333333333	148990.333333333	123131.333333333	121754.666666667	141186.666666667	132874.333333333	121910	116052.666666667	123109.333333333	115501.333333333	91167	44080.6666666667	31721.9333333333	37008.9333333333	58615.3333333333	39925.3333333333	47992.6666666667	41407.6666666667	38474	41032	34604.3333333333	22756	26359.05	21766.5	12120.95	11172.45	14127.225	15711.2	14746.15	15559.4	14400.65
"Q96TA2"	600226.666666667	530063.333333333	496850	504580	447740	492876.666666667	641886.666666667	574630	596650	454420	551556.666666667	388223.333333333	439843.333333333	385570	385003.333333333	381553.333333333	517896.666666667	478606.666666667	525543.333333333	433143.333333333	569656.666666667	434466.666666667	473826.666666667	390313.333333333	359453.333333333	354173.333333333	284790	269666.666666667	285096.666666667	300266.666666667	361003.333333333	363526.666666667	331083.333333333	350406.666666667	329680	391860	255340	204560	219103.333333333	283280
"Q58A45"	16643.3	14930.05	16592.2	12393.45	11095.8	12443.7	15368.7	12627	13254.8	12214.25	51830	35989	42568.5	42676	26252.8666666667	37662	37448	40582.5	44677.5	46009.5	14396.7666666667	14157.8333333333	11367.1666666667	11853.0666666667	9472.16666666667	10712.1666666667	13269.2333333333	10131.1333333333	10349.2	9751.93333333333	2766.6	2684.83333333333	1908.765	2492.35	2211.7	4098.15	3120.65	2900.1	2814.63666666667	1971.6
"P40121"	3259166.66666667	2827333.33333333	2733233.33333333	2582400	2394933.33333333	2539200	3106433.33333333	2642700	2543033.33333333	1927340	3633433.33333333	2751600	2977933.33333333	2724533.33333333	2617633.33333333	2650800	3032866.66666667	2811166.66666667	2967533.33333333	2038600	1009566.66666667	865763.333333333	825773.333333333	3370866.66666667	2737200	3001200	107568	201280	200576.666666667	1814800	3627300	3895000	3593733.33333333	846936.666666667	857483.333333333	933850	262816.666666667	250876.666666667	234236.666666667	2001500
"Q9NVP1"	835980	751613.333333333	626716.666666667	691836.666666667	597480	612080	1129210	989353.333333333	841176.666666667	680660	1039536.66666667	782080	809513.333333333	766520	740160	638796.666666667	837423.333333333	871166.666666667	886766.666666667	770790	651870	505066.666666667	514133.333333333	748630	638066.666666667	620586.666666667	659233.333333333	671010	637956.666666667	533356.666666667	875333.333333333	948913.333333333	907126.666666667	696646.666666667	657553.333333333	680856.666666667	953396.666666667	792643.333333333	935503.333333333	688556.666666667
"P22087"	1689696.66666667	1749413.33333333	1393210	1136393.33333333	1056213.33333333	1045910	1898533.33333333	1735366.66666667	1489750	1142780	2081533.33333333	1635266.66666667	1609703.33333333	1402800	1434910	1188460	1535826.66666667	1871300	1596130	1356646.66666667	1372223.33333333	1011143.33333333	1141843.33333333	1460860	1078210	1158256.66666667	541676.666666667	642263.333333333	616926.666666667	756056.666666667	1630170	1799400	1156230	1205760	1101373.33333333	1173420	1053190	836360	944916.666666667	1126233.33333333
"O75884"	142142.333333333	124328.666666667	114431	140959.666666667	137279.666666667	140766.666666667	125766.333333333	118920	113704.333333333	122272	135793.333333333	110040.333333333	110656.333333333	139621.666666667	140974	129053	112068	119073.666666667	116210	109859.333333333	211220	197813.333333333	168470	122469.666666667	101928	114783.666666667	36449.6666666667	36980	36485.6666666667	92880	159668.666666667	168394.666666667	102650.333333333	212133.333333333	218800	213407.333333333	48188	41328.6666666667	41582.3333333333	125716
"Q8NBL1"	186970	153443.333333333	152220	72903.6666666667	66552	66745	240140	198320	209516.666666667	111157.666666667	213990	155340	172153.333333333	79557	75619	79181	234683.333333333	225460	231856.666666667	120132	95580.3333333333	82533.3333333333	84224	119560	90054.3333333333	103574.666666667	20356.6666666667	20499.3333333333	18734	65982.6666666667	50237.6666666667	53622.3333333333	46183	33903.6666666667	32376.3333333333	36549.3333333333	6867.1	7417.66666666667	8355.33333333333	29471.6666666667
"B9A018"	334280	296370	276923.333333333	537786.666666667	468326.666666667	539973.333333333	432900	425236.666666667	350066.666666667	467183.333333333	436236.666666667	357340	368753.333333333	670656.666666667	600040	613183.333333333	452140	454603.333333333	482620	411360	650346.666666667	509656.666666667	561490	338753.333333333	283816.666666667	317863.333333333	366486.666666667	315686.666666667	344403.333333333	320426.666666667	320890	339220	261246.666666667	528083.333333333	457870	508926.666666667	342163.333333333	294123.333333333	321550	320343.333333333
"Q9BRX2"	244920	230886.666666667	203290	261803.333333333	224893.333333333	248380	385316.666666667	342110	330196.666666667	243593.333333333	373590	261290	309486.666666667	383643.333333333	358823.333333333	298616.666666667	473250	445030	454606.666666667	360740	322966.666666667	287313.333333333	274740	256850	191873.333333333	215896.666666667	177493.333333333	164320	177800	191266.666666667	362850	371636.666666667	388503.333333333	402690	401800	410983.333333333	281423.333333333	244306.666666667	272170	296520
"C9J7Z8"	1058.1	1108.5	2082.1	2418.4	1680.2	877.86	5062	10471	7973.8	3083.8	5203.9	3191.2	3134	9971.2	6795.8	6594.2	45385	45242	45953	13796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q15008"	1029063.33333333	881873.333333333	865453.333333333	1042036.66666667	974740	1044113.33333333	1342120	1158266.66666667	1115056.66666667	1063090	1045736.66666667	759370	877570	1125666.66666667	998390	952473.333333333	1188033.33333333	1107820	1154873.33333333	986593.333333333	2523800	1937333.33333333	1931566.66666667	1214440	929090	1003013.33333333	1340763.33333333	1037406.66666667	1222360	1015323.33333333	1023823.33333333	1287083.33333333	1376113.33333333	1591000	1488633.33333333	1622933.33333333	1031873.33333333	829083.333333333	942426.666666667	978213.333333333
"Q7L2Z9"	16220.3333333333	16027.3333333333	13591.6666666667	34940.6666666667	32225.3333333333	31988	27544.3333333333	25429.6666666667	23052.3333333333	19262	23227.6666666667	16212.8	20510.3666666667	42524.6666666667	45165.3333333333	39430	27621.3333333333	27564.6666666667	28627.3333333333	22101.3333333333	4101.8	3489.8	5108.1	3006.9	2724.9	3552.1	4443.8	3249.6	3183.4	3037.8	10869	13220	10503	15318	15515	16462	10656	8701.8	9595.6	10680
