"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"
"A0A2R8VHM9"	NA	7652.1	NA	NA	NA	NA	NA	NA	3415.6	NA	NA	NA
"Q9CWS0"	777700	495630	896505	363225	747780	520210	1026670	872570	657536.666666667	1037356.66666667	1012906.66666667	670960
"Q8VEH5"	795826.666666667	777530	732286.666666667	468856.666666667	758073.333333333	607050	578090	590733.333333333	531840	460160	336380	593140
"Q3UN66"	2541300	1215810	2439300	1845833.33333333	2452400	2108633.33333333	5097800	4431233.33333333	4830766.66666667	3358000	2665333.33333333	4961900
"Q8R0Y6"	1088026.66666667	914500	1032766.66666667	506630	933286.666666667	700943.333333333	1744000	1679766.66666667	1742633.33333333	1370433.33333333	1026513.33333333	1859466.66666667
"E0CZ50"	1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G3UWL7"	1764600	2115800	1388200	2061400	1796600	2803900	7042400	2976200	1694100	2062900	1144600	1775000
"Q561M4"	886830	1969180	853846.666666667	502810	947460	584506.666666667	190704.333333333	226153.333333333	193343.333333333	141172.666666667	86741	182086.666666667
"Q9EPU0"	301650	330253.333333333	264193.333333333	241763.333333333	346056.666666667	243550	176382.333333333	194160.666666667	172706.333333333	165728.333333333	98184.3333333333	203213.333333333
"E9Q3L2"	174202.333333333	121270.333333333	163524	97059.6666666667	150745.666666667	124147.666666667	483013.333333333	508410	400293.333333333	384150	332860	479200
"Q8VE36"	NA	NA	NA	NA	NA	NA	47851	35704	37892	39438	20622	49241
"Q5ND51"	505830	633395	692355	425420	506800.333333333	526775	1026506.66666667	1125953.33333333	1062476.66666667	957883.333333333	668390	1091033.33333333
"Q4VAG4"	363640	397140	329420	207180	452440	284290	937160	641793.366666667	455281.866666667	755763.5	478601	585330.3
"Q920I9"	2651400	2008856.66666667	2315823.33333333	1669960	2194346.66666667	1893866.66666667	2307700	2086133.33333333	2462900	2124600	1595120	2700866.66666667
"D3YWC9"	314010	327090	207830	120480	244430	155650	195140	224530	156150	174870	138520	177760
"Q5SVF7"	1758013.33333333	1437386.66666667	1355056.66666667	1197893.33333333	1526286.66666667	1315620	1782240	1792583.33333333	1631106.66666667	1301980	1061696.66666667	1680596.66666667
"Q08331"	3432333.33333333	4454433.33333333	1773053.33333333	466936.666666667	946736.666666667	1283806.66666667	1986333.33333333	2113133.33333333	1856033.33333333	1094506.66666667	1301496.66666667	730833.333333333
"Q91VR8"	134330	70646	52297	61929	81187	86350	4578450	2994900	3810550	3145100	2180900	4236300
"Q921R1"	1678456.66666667	915230	696473.333333333	545206.666666667	1039086.66666667	680020	907715	1003850	1050265	632665	515550	956140
"Q8BR92"	548965	443300	516115	221750	418860	309150	431680	458170	386660	342580	245820	432700
"Q3UHJ0"	946510	610223.333333333	762413.333333333	704400	740756.666666667	706046.666666667	1405166.66666667	1124183.33333333	1372680	1151080	841070	1675233.33333333
"Q8BH59"	11009033.3333333	8588633.33333333	7952966.66666667	6271400	6774566.66666667	7603100	12450800	12800233.3333333	10846000	9639700	7637200	10868733.3333333
"S4R2F3"	3429500	2867333.33333333	2174266.66666667	2369700	3594300	2567033.33333333	3798133.33333333	4265966.66666667	2786166.66666667	3499600	2419333.33333333	3818066.66666667
"A0A0A6YWE6"	69380.3333333333	67425.6666666667	47440.3333333333	53459.3333333333	92326	59409.6666666667	964980	970690	727600	661705	922250	746095
"B9EHV0"	435786.666666667	265276.666666667	512380	631016.666666667	1024783.33333333	570496.666666667	767113.333333333	940690	645433.333333333	520816.666666667	368403.333333333	777906.666666667
"A0A087WSS1"	238806.666666667	220092.333333333	200942	140964.333333333	196927	164456.333333333	303323.333333333	339793.333333333	284580	285453.333333333	168653.333333333	347950
"Q8C8L2"	231180	147720	91931	66116	86845	107480	NA	NA	NA	NA	NA	NA
"E9QMI9"	37397	30671	38129	18351	49303	35727	769283.333333333	916373.333333333	857720	568573.333333333	358143.333333333	897350
"Q9ER72"	204932	230426.5	149432	124050.5	223393	159589.5	127295	104922	112871.2	109749	81808	125014
"G5E8R0"	882036.666666667	590460	1403233.33333333	835490	1007743.33333333	756013.333333333	2138233.33333333	2600300	1771130	2271066.66666667	1742060	2218800
"A2ARP8"	6488000	8190433.33333333	6703300	5620833.33333333	10985133.3333333	5233066.66666667	8257600	8970766.66666667	8236300	7320233.33333333	5109566.66666667	10067400
"Q61753"	2784700	1767733.33333333	3010433.33333333	974116.666666667	2143200	1539533.33333333	4253866.66666667	5034166.66666667	4931600	3309433.33333333	2390766.66666667	4807633.33333333
"Q91V61"	3444133.33333333	2678700	3395766.66666667	3275200	4386866.66666667	3502933.33333333	7224700	8006866.66666667	7745766.66666667	5989033.33333333	4238000	8332000
"Q60738"	172935	99869	155045	77138.5	178300	112075	692500	467560	678110	224400	395200	683290
"G3UX44"	NA	NA	NA	NA	NA	NA	307045	328965	261010	237772.5	207952.5	211195
"E9Q7S0"	3290400	2155866.66666667	2725466.66666667	1978966.66666667	2823566.66666667	2209966.66666667	3563166.66666667	3557100	3402766.66666667	2604233.33333333	2049133.33333333	3787500
"Q5SV64"	1964566.66666667	1365700	1878933.33333333	1469666.66666667	2566566.66666667	1637566.66666667	5830700	3596200	5655566.66666667	3898033.33333333	1880966.66666667	4521800
"Q91ZE6"	189580	153085	156455	143347	220240	143976	302430	227100	275203.333333333	200933.333333333	138816.666666667	285243.333333333
"Q9CSU2"	NA	NA	NA	NA	NA	NA	1021200	764900	912700	828160	644100	1019500
"E9QPH0"	NA	NA	NA	NA	NA	NA	104890	114060	89684	94175	60084	109890
"Q6P5F7"	307755	291295	207163.366666667	211236.5	364000	184637.833333333	237353.5	268397	251582.5	152984.5	135027.5	271800
"Q8CGK3"	1077973.33333333	992203.333333333	854506.666666667	633533.333333333	849960	786220	1263136.66666667	1226220	1210156.66666667	981343.333333333	796560	1169366.66666667
"Q3TA75"	159380	199760	127200	80372	156370	146090	276445	241275	228790	296820	164275	283715
"A0A140T8K9"	1019136.66666667	1007670	706260	1257683.33333333	1954550	1281496.66666667	1532280	1284973.33333333	1090310	1061513.33333333	629556.666666667	1607396.66666667
"Q6NS55"	321900	386920	306310	496640	687170	531210	788056.666666667	893566.666666667	744810	601993.333333333	402600	980256.666666667
"Q6S387"	962403.333333333	923943.333333333	870906.666666667	881930	1411346.66666667	737830	1352926.66666667	1536653.33333333	1110340	1294033.33333333	958003.333333333	1231503.33333333
"B2RRX2"	9131733.33333333	4611433.33333333	9551133.33333333	9274033.33333333	9290533.33333333	8924666.66666667	12800866.6666667	11580500	12513433.3333333	9314933.33333333	8019100	12952233.3333333
"P56480"	18833333.3333333	15547666.6666667	15656966.6666667	10684900	17231233.3333333	14400466.6666667	32263666.6666667	35598666.6666667	30386333.3333333	21064000	18458000	30471666.6666667
"Q9DC85"	77950	78214	62186	46816	95811	69204	883785	901850	694640	737870	501878	810420
"Q9QZX7"	246220	171261	187305	181730	190885	191605	NA	NA	NA	NA	NA	NA
"P46664"	648673.333333333	396920	619933.333333333	361716.666666667	549120	453060	849940	864453.333333333	799186.666666667	597763.333333333	479616.666666667	800816.666666667
"H3BKQ7"	633256.666666667	376740	489326.666666667	843043.333333333	1258036.66666667	851310	239155	362420	165944	190700	214450	289860
"Q3UHE7"	1087916.66666667	771390	992133.333333333	517543.333333333	943026.666666667	596880	1323233.33333333	1572563.33333333	1384490	1019156.66666667	768300	1283846.66666667
"A0A0A6YY34"	292225	318945	424285	241165	380335	260035	1023735	1242195	966235	745235	817355	926860
"F6VQ81"	669583.333333333	1291583.33333333	575463.333333333	402980	664660	435186.666666667	476106.666666667	583396.666666667	541470	361530	263762.666666667	478913.333333333
"Q9CQ75"	NA	2515.7	NA	NA	NA	NA	1192686.66666667	1445636.66666667	799740	1244813.33333333	1347773.33333333	861203.333333333
"P63330"	1335076.66666667	829473.333333333	1180333.33333333	760080	895963.333333333	926426.666666667	4242466.66666667	4719733.33333333	4511966.66666667	3371466.66666667	2765333.33333333	4504466.66666667
"P12960"	6081800	3468233.33333333	5825033.33333333	3072133.33333333	5313033.33333333	4132833.33333333	11478100	8217900	9835800	6748433.33333333	3860900	9668366.66666667
"B2RQS1"	183586.5	164988.5	133394.5	84139.5	132257	132982	405290	353686.666666667	379930	322993.333333333	243533.333333333	393446.666666667
"P47857"	2139666.66666667	1510666.66666667	1899700	1184406.66666667	1487066.66666667	1462266.66666667	4191200	4105533.33333333	4350433.33333333	3361566.66666667	2361733.33333333	4460600
"Q6ZQ40"	812750	330930	638830	445890	545390	509430	NA	NA	NA	NA	NA	NA
"F8WJK8"	919800	674840	890790	389660	664480	578910	1360926.66666667	1479523.33333333	1923050	739303.666666667	722844.333333333	1454420
"D3Z1E6"	NA	NA	NA	NA	NA	NA	126790	100320	124710	109370	60528	147470
"P35505"	524786.666666667	279796.666666667	749283.333333333	240070	589463.333333333	299006.666666667	199081	224216.666666667	252553.333333333	172374	124365	270313.333333333
"Q8R569"	NA	NA	NA	NA	NA	NA	11419	22568	12720	15773	6998.1	16876
"Q03137"	259360	163814	221135.666666667	226975	289628.333333333	175410.666666667	620026.666666667	628630	751030	541560	399203.333333333	874093.333333333
"Q3TN35"	226080	179605	238770	136815	212045	138445	1265556.66666667	1154086.66666667	1247563.33333333	962450	621208.666666667	1009013.33333333
"Q3UM45"	1024186.66666667	709256.666666667	891273.333333333	774560	1104270	924460	2406666.66666667	2270433.33333333	2248566.66666667	1432533.33333333	1460433.33333333	1845000
"P61264"	9151800	5720200	6286600	2320466.66666667	2935233.33333333	4053300	19923666.6666667	15460466.6666667	18976033.3333333	14134000	9653833.33333333	20962100
"Q4FK50"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8C373"	NA	NA	NA	NA	NA	NA	49421	101660	56596	47261	27438	75042
"O54774"	1645220	1857053.33333333	1014163.33333333	1193760	2017250	1276830	2757266.66666667	2619366.66666667	2308976.66666667	2171900	1458823.33333333	2568800
"Q5PPQ7"	823350	742620	522360	354570	603270	518880	158670	348450	118730	227130	88848	170690
"P48722"	982390	782780	926846.666666667	451833.333333333	900880	571190	2180100	2537633.33333333	2219900	1770766.66666667	1346700	2140900
"Q9DCX2"	6017600	5353333.33333333	5151533.33333333	3897430	6826803.33333333	4925736.66666667	9139626.66666667	10020046.6666667	9188443.33333333	6928876.66666667	5406456.66666667	9008940
"P14873"	3623333.33333333	4465733.33333333	2513733.33333333	1671166.66666667	2072266.66666667	1903533.33333333	3303133.33333333	3199933.33333333	3208333.33333333	2639133.33333333	2004333.33333333	2903566.66666667
"Q3UPK6"	128590	123710	100350	55579	102030	103070	NA	NA	NA	NA	NA	NA
"Q921V3"	1254370	960070	893580	709843.333333333	935276.666666667	856103.333333333	1256200	1280550	1185200	956245	674985	1245050
"Q8C605"	9352200	7172066.66666667	9375266.66666667	6213866.66666667	8552000	6260233.33333333	17767233.3333333	17498366.6666667	17519566.6666667	13403166.6666667	8982633.33333333	19866533.3333333
"Q571K5"	531450	380150	488280	231170	398100	315130	550600	581750	546310	339230	386020	600650
"P99026"	817720	871036.666666667	668430	540100	743426.666666667	643886.666666667	764320	857990	771800	457425	397365	774370
"Q9WUT8"	1541166.66666667	1005826.66666667	1308686.66666667	813326.666666667	1268053.33333333	1043096.66666667	2322166.66666667	2209766.66666667	2108466.66666667	1948713.33333333	1341953.33333333	2255533.33333333
"H3BKD4"	721673.333333333	800103.333333333	811073.333333333	666476.666666667	1026940	628290	1071000	1365800	1043500	1197600	541730	1621700
"A0A2R8VJV3"	724710	651620	553390	427430	448370	432690	505140	356790	483300	439620	346850	532980
"J3QMM7"	602450	544960	462116.666666667	337246.666666667	467943.333333333	414733.333333333	793730	769556.666666667	832940	562026.666666667	542743.333333333	741840
"Q6A018"	234720	230780	248480	160530	272440	182050	265780	324350	253320	229490	143750	304340
"Q7TMM9"	15499833.3333333	10536266.6666667	12258100	5987466.66666667	9732100	7749433.33333333	26711333.3333333	33161666.6666667	24183533.3333333	21504000	19677666.6666667	23528100
"A2AQR0"	5997033.33333333	6549766.66666667	4832600	3261566.66666667	5453433.33333333	4021500	4891800	4842833.33333333	4912600	4149333.33333333	2598200	5920666.66666667
"Q9WV18"	380865	267560	339325	197020	284380	208870	257470	244300	260005	265725	182105	329555
"Q9QUM9"	1488510	1247590	995156.666666667	818283.333333333	1040766.66666667	936333.333333333	1395646.66666667	1324166.66666667	1479626.66666667	1092863.33333333	777093.333333333	1544963.33333333
"P27612"	76612.5	63675.5	45648.5	49785.5	31009.5	62477	628996.666666667	619213.333333333	628156.666666667	527830	393320	650140
"Q3UVL4"	212395.333333333	162105.666666667	181230.666666667	139215.666666667	190540.666666667	154541.333333333	356130	364266.666666667	350676.666666667	255163.333333333	196483	395933.333333333
"D6RHR9"	143370	178330	145370	108430	210900	114080	111870	182370	159010	132960	67494	160530
"D3Z5R4"	2043325	1622630	1887495	1461335	1739040	1470980	NA	NA	NA	NA	NA	NA
"Q8BVF8"	704360	983620	554230	577700	1036000	655820	323549.333333333	385877.333333333	229618	263236.666666667	213757.466666667	285165
"Q3UW40"	433305	364730	305960	248420	330070	332460	107310	139020	51909	134840	98322	58028
"Q61990"	655250	600055	545640	425825	435255	492920	1023600	1143000	895720	956980	744230	1038400
"A0A1W2P7T9"	614420	428620	559816.666666667	343223.333333333	463016.666666667	428246.666666667	237000	229690	235075	179130	109466.5	230185
"Q4FJX9"	3985700	3293933.33333333	3463900	1535040	1975330	2624810	3286000	3932166.66666667	2007366.66666667	4554833.33333333	4489866.66666667	2226533.33333333
"Q8BTY5"	1196805	1070930	859320	697015	679250	857745	1258306.66666667	1018373.33333333	1161013.33333333	1109833.33333333	840720	1343210
"O55042"	14803500	10197250	12707500	7720000	9194000	10269600	9014500	10294633.3333333	3504900	12614033.3333333	14684166.6666667	3522166.66666667
"Q3V3U0"	3516600	2164133.33333333	2247800	1240033.33333333	1299813.33333333	1791766.66666667	7659066.66666667	8395100	8371133.33333333	6475933.33333333	4261500	9675366.66666667
"Q3UA72"	1703400	1148600	1291500	871930	1644500	1319300	668080	619790	607580	541420	336650	639030
"Q3UTB8"	408820	449520	380380	302960	480240	325640	333880	450135	301950	400180	368115	288440
"Q3URM4"	2554750	2551936.66666667	2473960	1382729.66666667	2575320	1625970	4862570	5242620	4491133.33333333	3847007.33333333	2478640	5175060
"D3Z0M6"	585150	444320	555876.666666667	277543.333333333	571753.333333333	308236.666666667	689443.333333333	669816.666666667	683626.666666667	675766.666666667	479113.333333333	748933.333333333
"A2BDX3"	78147	68997	67171	40085	60269	52858	95398	122210	83875	60510	53533	75993
"Q3TF63"	469360	464420	729270	221400	458960	337330	655900	836830	755230	547040	355710	638190
"Q3UL22"	3635433.33333333	3088533.33333333	2859600	1646863.33333333	2935100	1953566.66666667	3189066.66666667	3565966.66666667	3163433.33333333	2132066.66666667	1742033.33333333	3038366.66666667
"Q69ZM3"	31796	26679	29508	18343	35992	17869	124969.5	137299	120357.5	130336	82636.5	128278
"G3UXX3"	328908.333333333	234346	346156.333333333	152745.666666667	264209	194355	1404610	1597486.66666667	1381263.33333333	1062830	773690	1305166.66666667
"A0A0J9YUM4"	2888700	2010233.33333333	2409866.66666667	1727566.66666667	2095933.33333333	1938800	3393233.33333333	2758733.33333333	3481100	2699333.33333333	1758500	3335000
"P13595"	5266366.66666667	6246966.66666667	3241400	1702663.33333333	2876766.66666667	2572300	5023466.66666667	4703966.66666667	2651833.33333333	5405866.66666667	5248266.66666667	2738933.33333333
"F6VXN4"	172990	154390	130170	65666	143850	97750	NA	NA	NA	NA	NA	NA
"Q3SXD3"	653000	454330	644770	430300	606110	476400	NA	NA	NA	NA	NA	NA
"Q62261"	6411333.33333333	6495700	4120133.33333333	4800000	8687333.33333333	5594333.33333333	5601400	6271400	3573600	5021500	3622533.33333333	5984333.33333333
"B9EKJ1"	8639766.66666667	8698133.33333333	5717533.33333333	7542966.66666667	12949000	7782733.33333333	8651633.33333333	9370766.66666667	5280666.66666667	8097366.66666667	6011766.66666667	9174500
"Q80TM2"	199796.666666667	224370	219843.333333333	117822.333333333	299163.333333333	139049	227498.666666667	248210.333333333	214278.666666667	201602.666666667	132573	241889
"Q8JZW4"	518073.333333333	202737.666666667	472706.666666667	449676.666666667	523873.333333333	623720	964916.666666667	857136.666666667	848893.333333333	538326.666666667	590950	765350
"A0A1S6GWG5"	206350	150130	127720	90113	79573	138490	360520	160032	166199.2	418890	188240	229868.85
"Q3UB60"	1584800	1358900	1349900	678390	1335400	963590	696250	719030	693990	545225	553175	616255
"M1VHG6"	130600	174030	102110	70180	140100	97859	317525	322815	195650	366995	287606	222745
"Q9JIG8"	1219947	965325	1070903.5	590386.5	1287612.5	756456	1271885	1387785	1181635	819695	782830	1021460
"Q9CQB4"	4896100	4396100	4604633.33333333	2579733.33333333	4806266.66666667	3705566.66666667	8129666.66666667	9091533.33333333	5828966.66666667	8017533.33333333	7235400	4709666.66666667
"Q9CPZ8"	NA	NA	NA	NA	NA	NA	26256	22153	36544	17672	11589	20416
"M0QW69"	NA	NA	NA	NA	NA	NA	131540	117350	118380	98733	63593	116840
"Q545L9"	NA	NA	NA	NA	NA	NA	988493.333333333	997623.333333333	1080163.33333333	780613.333333333	538476.666666667	930926.666666667
"P46660"	8119166.66666667	2295300	14697600	3782600	6717600	3863600	4648666.66666667	5970300	6168200	4599300	3679666.66666667	6617500
"D3Z041"	NA	NA	NA	10850	17418	NA	748235	785320	735865	622617	504723	794860
"Q80YA9"	203969.333333333	170329.666666667	128636	225073.333333333	337743.333333333	192296.666666667	49291	43745	28069	36924	19908	38399
"Q3UM23"	421873.333333333	540016.666666667	378666.666666667	213996.333333333	346279	224873.666666667	851916.666666667	802063.333333333	863323.333333333	635846.666666667	507713.333333333	824903.333333333
"Q9CZ46"	NA	NA	NA	NA	NA	NA	914860	1027900	400510	1445400	589690	313440
"Q9D1K5"	833445	543525	772880	401565	799410	539980	461940	625560	479090	422100	275350	484910
"H7BX15"	474916.666666667	281056.666666667	357270	260833.333333333	575240	277676.666666667	701053.333333333	690766.666666667	585580	522016.666666667	400516.666666667	646726.666666667
"Q3TTW5"	NA	NA	NA	NA	NA	NA	66679	76267	63192	56132	38777	70547
"Q8C5Q5"	2706866.66666667	2234433.33333333	2239333.33333333	1210366.66666667	1847566.66666667	1578900	1155806.66666667	1294003.33333333	1130473.33333333	809000	742803.333333333	1002580
"F8SLP8"	422880	253516.5	562725	181435.5	281080	237539	357821	442961.5	376888	332011.5	181031	485118
"Q8VDD5"	91656	169999.333333333	101487	62643.3333333333	137462.666666667	75842.3333333333	1065133.33333333	680350	1158653.33333333	733963.333333333	369056.666666667	871343.333333333
"A0A5F8MPB9"	492693.333333333	666343.333333333	319953.333333333	270615.666666667	569307.666666667	331230	113525	75408	72233.5	78395.5	58906	91753
"Q6P1F5"	102789.133333333	97206.3333333333	105205.666666667	76637.3666666667	123602	89951	281386.666666667	230530	267746.666666667	219030	159190	280493.333333333
"P27773"	3588900	3138433.33333333	2852800	1567453.33333333	2617433.33333333	2077100	3326833.33333333	3718300	3528800	2585566.66666667	2238066.66666667	3078066.66666667
"Q6ZPM1"	235820	179220	213780	106910	211270	170190	266500	298740	245290	230120	157600	270030
"Q8BGD5"	530430	293393.333333333	342443.333333333	270590	297300	321623.333333333	449436.666666667	475300	445220	387933.333333333	264660.333333333	481413.333333333
"Q3TY51"	1898000	1980233.33333333	1781800	983340	1860366.66666667	1120276.66666667	2114266.66666667	2403033.33333333	1998900	1502166.66666667	1160073.33333333	2095900
"Q3UJN2"	294325	272430	199225	131685	192740	197180	200480	197135	213300	156125	116208.5	190380
"Q80XJ7"	887445	656500	762985	464885	741830	492330	1331726.66666667	1649346.66666667	1244226.66666667	1382786.66666667	953690	1364100
"D3YW66"	363510	278935	307015	200305	360240	268275	NA	NA	NA	NA	NA	NA
"Q9CZU6"	22192000	21523000	20311000	13613333.3333333	20865333.3333333	17285000	34706000	41683333.3333333	33862666.6666667	26263000	21248000	35987333.3333333
"Q8R5C0"	342616.666666667	337326.666666667	271703.333333333	198932.666666667	339473.333333333	261636.666666667	989393.333333333	1008973.33333333	928926.666666667	862892.666666667	621703.333333333	1064700
"P36916"	2680030	2087770	1879406.66666667	1537816.66666667	2656906.66666667	1715200	718340	747560	781843.333333333	434866.666666667	385390	781893.333333333
"Q642K0"	123870	86844	113360	40965	134120	90628	2188066.66666667	1710506.66666667	2230183.33333333	1572476.66666667	1026506.66666667	1693496.66666667
"Q5NDA4"	293010	2919600	130800	97634	166210	168690	408175	412805	323835	355415	243175	342255
"Q3UGY7"	306733.333333333	243196.666666667	208510	275240	519830	215803.333333333	311694.333333333	318097.666666667	364618	169061	99459.6666666667	338316.333333333
"Q9Z2I0"	982740	718016.666666667	788276.666666667	523710	821183.333333333	685316.666666667	1906210	2019053.33333333	1919693.33333333	1670436.66666667	1305343.33333333	2246383.33333333
"F8WHU8"	627120	634440	568230	508050	655070	470510	NA	NA	NA	NA	NA	NA
"Q3UP61"	3003640	2849586.66666667	2351306.66666667	2263683.33333333	2805333.33333333	2193340	2593103.33333333	2651700	2294573.33333333	2208340	1443090	2773700
"E9PZI9"	591780	445960	407890	275370	498760	344930	337475	360370	198370	391260	365465	235335
"Q3UCC6"	8780533.33333333	6901233.33333333	8047900	4729900	6446800	6063466.66666667	9473266.66666667	10312166.6666667	8455533.33333333	8315433.33333333	7679933.33333333	8010033.33333333
"Q9D4C9"	255093.366666667	210173.3	159112.666666667	152546.4	241376.766666667	162715	218566.666666667	244174.666666667	200880.666666667	194224.333333333	151673.666666667	209669.333333333
"B7ZCU2"	1551200	1345300	1343700	990990	1945800	1082700	477606.333333333	621035	373492.666666667	332625.666666667	244368.666666667	418714.333333333
"E9Q3B9"	437450	422440	468796.666666667	405863.333333333	600236.666666667	433700	881866.666666667	1140613.33333333	1109190	785870	381350	1422346.66666667
"Q922B8"	684166.666666667	632843.333333333	602676.666666667	332486.666666667	696573.333333333	489030	936746.666666667	970790	973540	753640	512863.333333333	1125893.33333333
"Q3UI56"	2501633.33333333	2320200	2619600	1787800	2592266.66666667	1876533.33333333	3140433.33333333	3573666.66666667	3532200	2597466.66666667	1940466.66666667	3530766.66666667
"D3YXZ3"	642413.333333333	695836.666666667	591600	272520	443260	426253.333333333	286456	287076	261350.666666667	251454.333333333	150039.666666667	297491
"Q3UUF0"	142380	186150	124770	126900	137250	86809	505606.666666667	472341	486366.333333333	451773.333333333	217403.333333333	715360
"Q68FE6"	150660	119020	120520	73235	153540	83453	31062.6666666667	28166.3333333333	28562	20283.6666666667	17904	34352
"Q8BSI6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A0A1L1SU22"	222260	113570	199190	46647	105270	104000	232350	225290	139210	160090	166650	183620
"Q3TES0"	326443.333333333	291750	187384	75561	218980	155485.666666667	412930	217200	326380	117480	150510	279730
"Q3UM85"	NA	NA	NA	NA	NA	NA	516140	444610	672810	247930	103550	720420
"E9PYA3"	1822450	1538350	1942000	1038390	1827475	1267635	940180.333333333	905393.333333333	893955.333333333	703403.666666667	575080	1026429.33333333
"Q80Y52"	13543800	11742866.6666667	12369366.6666667	5638033.33333333	11318866.6666667	7230666.66666667	6637266.66666667	6743266.66666667	6206466.66666667	6065966.66666667	6564200	6245933.33333333
"A0A1L1SV25"	588430	1099186.66666667	665470	468116.666666667	1060420	421056.666666667	1071110	1523400	840446.666666667	1023530	750623.333333333	1585666.66666667
"G3X8X7"	NA	NA	NA	NA	NA	NA	313230	312840	301060	243750	205160	367710
"Q80TL4"	814503.333333333	405630	716830	616736.666666667	1059023.33333333	684373.333333333	4484900	4976233.33333333	4552000	3493800	2539766.66666667	5255866.66666667
"Q8R562"	143960	152960	159430	62577	95245	91765	NA	NA	NA	NA	NA	NA
"B7ZP20"	NA	NA	NA	NA	NA	NA	81028	71159	69162	53999	43123	86975
"Q9DBS6"	3397600	795810	4204033.33333333	4773366.66666667	4586966.66666667	5655933.33333333	6154133.33333333	5761633.33333333	6163133.33333333	2534533.33333333	4320166.66666667	3303666.66666667
"Q9Z1Q2"	728336.666666667	1030443.33333333	578870	524063.333333333	756770	524910	284160	291373.333333333	300960	248620	176305.333333333	341013.333333333
"Q9DBJ2"	1641363.33333333	1028396.66666667	1560516.66666667	1381500	2259623.33333333	1651566.66666667	2008446.66666667	2486816.66666667	1883520	1339610	1127383.33333333	1806963.33333333
"Q9CUB4"	333500	292105	248610	133862.5	224155	188649	274089.5	273777.5	272537	234501	197295	222163
"Q7TPT7"	189761.6	189861.233333333	252790	100742.7	203800.3	171209.5	544003.333333333	602786.666666667	531870	514893.333333333	305236.666666667	612203.333333333
"B2RRH9"	1157670	1047640	993390	609213.333333333	1070010	858783.333333333	1425493.33333333	1435463.33333333	1262866.66666667	1061980	824690	1470736.66666667
"G3UZJ4"	1553843.33333333	980540	1515183.33333333	578996.666666667	923056.666666667	912280	10736700	11123600	10806866.6666667	8948466.66666667	7757033.33333333	10235566.6666667
"Q8C729"	478935	269625	381380	200665	331560	224710	208270	243220	206685	182230	125650	222845
"Q3U7Z6"	3058133.33333333	2444666.66666667	3061766.66666667	1373900	2459400	1850700	3973966.66666667	3669200	1535670	4438900	5001466.66666667	1892933.33333333
"Q8CHT1"	825730	577533.333333333	725016.666666667	1001300	1324933.33333333	1058956.66666667	2021266.66666667	1779533.33333333	1881233.33333333	1536000	1228610	2288933.33333333
"B2RWX7"	NA	NA	NA	NA	NA	NA	137929	165887	138387.666666667	110793	88744	160309.666666667
"Q9QZF2"	515300	443070	462150	337390	485090	429220	1099230	1078813.33333333	1225396.66666667	523653.333333333	434480	968993.333333333
"Q99KP6"	331630	399850.5	211398	203098	282664	314758.5	148924.5	104237	115677	108421	79345	138575
"Q8C8N2"	644620	470800	589240	374780	653360	432710	537136.666666667	569540	615940	485393.333333333	311243.333333333	837010
"A2AEW9"	453663.333333333	461313.333333333	380973.333333333	309773.333333333	572870	351916.666666667	240216.666666667	234513.333333333	240236.666666667	183446.666666667	139520	244350
"B2RQQ7"	273630	260616.666666667	172981.666666667	188903	361757	228106.333333333	NA	NA	NA	NA	NA	NA
"Q5PPR2"	109110	88970	101400	97190	96430	98500	912820	899210	747610	749005	550695	820915
"Q8BFT9"	54824	49562	49091	34657	76003	41093	NA	NA	NA	NA	NA	NA
"Q52KG9"	6650166.66666667	5881233.33333333	5348133.33333333	3379490	5217766.66666667	4088633.33333333	8587033.33333333	9705900	9594066.66666667	6370800	5113500	9199233.33333333
"Q8K1M6"	3990000	2976466.66666667	3299866.66666667	2162566.66666667	3798133.33333333	2615666.66666667	3066433.33333333	3706933.33333333	3350633.33333333	2408133.33333333	1752266.66666667	3367900
"Q4KML7"	878163.333333333	1132473.33333333	598403.333333333	738380	1523450	806976.666666667	1552556.66666667	1708416.66666667	1183910	1143253.33333333	734736.666666667	1535123.33333333
"A0A3Q4EC00"	256590	209320	233400	50982	106510	109840	NA	NA	NA	NA	NA	NA
"D3Z061"	555055	410230	447060	252485	317995	345360	670500	647060	645365	513620	402445	648715
"Q3TLL4"	403600	376310	364335	234325.5	368920	255735	352350	414720	310090	334000	235930	359210
"P62334"	1356620	1292936.66666667	1096020	777000	1080920	880250	1160000	935676.666666667	1094933.33333333	895286.666666667	651016.666666667	1230276.66666667
