"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"
"A0A494BAU1"	NA	NA	NA	NA	NA	NA	40039	37472	26865	32857	14164	52722
"Q6PCX2"	1920020	910655	1011025	371182.5	752919	975835	2691910	1920210	2451615	1803475	1631825	3270180
"Q6NXX7"	197740	160520	136640	73893	98673	124970	630126.666666667	677180	692543.333333333	523530	326623.333333333	768860
"Q3TY05"	NA	NA	NA	NA	NA	NA	354720	407180	346950	308120	179990	305540
"E9PYF4"	138358	111288	112223.666666667	79434.3333333333	143570.333333333	101189.666666667	NA	NA	NA	NA	NA	NA
"A2AQL0"	NA	NA	NA	NA	NA	NA	1322206.66666667	1182000	1215033.33333333	1105530	732873.333333333	1321400
"A0A0A0MQC9"	1370100	1512400	1333700	907320	1493300	1081500	1002800	1229600	899200	962150	536450	1111200
"P70699"	349035	266640	154480	97106.5	150865	148125	393803.333333333	443100	493476.666666667	236487.333333333	229564	285886.666666667
"Q3TFF0"	973625	780680	789055	534920	840815	640525	1001046.66666667	1011463.33333333	969376.666666667	638343.333333333	574566.666666667	1032423.33333333
"Q7TPT3"	425110	367620	333626.666666667	277476.666666667	473626.666666667	313447	430579	427643	411974.333333333	334384.666666667	257875.333333333	458982.333333333
"Q9CYW4"	100090	52524	64727	61938	68127	54476	NA	NA	NA	NA	NA	NA
"Q60932"	5330466.66666667	4040500	4247800	2473500	3790366.66666667	3895766.66666667	4866433.33333333	5480500	3009000	6081966.66666667	8614333.33333333	3522033.33333333
"Q3U094"	NA	NA	NA	NA	NA	NA	52771	54935	54433	56662	17639	62046
"P50429"	802766.666666667	973903.333333333	731996.666666667	656606.666666667	1428083.33333333	579903.333333333	780285	1166155	724725	752160	448766.5	1052935
"Q3T9A1"	539170	435226.666666667	471240	302780	470533.333333333	323966.666666667	671420	768120	651836.666666667	483606.666666667	393250	622203.333333333
"Q3TIC8"	5740700	4896900	5406900	3299600	5909966.66666667	4667666.66666667	8422733.33333333	10219466.6666667	7604666.66666667	6775900	6266766.66666667	8357466.66666667
"I7HLV2"	90376	91469.3333333333	74234.6666666667	52990	83026	63260.6666666667	985300	1096710	1074210	657060	459543.333333333	1229186.66666667
"Q3TIT6"	NA	NA	NA	NA	NA	NA	66265	58423	55909	58992	14914	43869
"A2AE27"	1055503.33333333	1635120	754286.666666667	403854.333333333	698853.333333333	456366	456860	469200	550456.666666667	273550	232513.333333333	498753.333333333
"Q8CAQ8"	8568233.33333333	6845366.66666667	7301400	5144133.33333333	7826066.66666667	6714100	7765600	8102800	8113100	5553366.66666667	4714666.66666667	8857833.33333333
"Q8VCD6"	466025	357595	440540	261270.5	496385	284994	579900	463728.5	383626	332518	250203.5	388627
"A0A0U1RNR3"	3070900	3558200	2877750	1780650	3080100	2296000	1335540	1564200	1673766.66666667	775593.333333333	744410	1270043.33333333
"A3KN68"	959397	464235	434424	254175.666666667	285694	408103.333333333	306860.333333333	246661.333333333	264904.366666667	327616.666666667	245254.366666667	343372
"Q925J7"	1431916.66666667	861083.333333333	587016.666666667	237870	319516.666666667	407903.333333333	206903.333333333	182251.666666667	206176.666666667	107962.666666667	141990.666666667	130588.666666667
"E9Q4G8"	1781700	973095	1025125	1213600	2158500	1490050	1581836.66666667	1628190	1379406.66666667	1148183.33333333	1014356.66666667	1151433.33333333
"Q3UI47"	396065	410500	363075	263885	408100	275365	313510	265415	326805	243950	186320	380270
"Q80SW1"	5644533.33333333	4699170	5070600	1791543.33333333	3061083.33333333	2619310	7191266.66666667	7435533.33333333	7927566.66666667	5671633.33333333	4077900	7929233.33333333
"Q80TQ9"	NA	NA	NA	NA	NA	NA	277780	281545	296300	138860	140847.5	215660
"Q80ZJ1"	594825	259610	316255	196225	180580	250100	1770853.33333333	781770	1404766.66666667	1271510	889660	1569093.33333333
"A0A0G2JDN7"	58819.25	61680	60468.95	10646.8	39829.6	24902	NA	NA	NA	NA	NA	NA
"Q4FZH3"	837375	764115	748360	440740	788015	620770	NA	NA	NA	NA	NA	NA
"E9PYX7"	56535	60130	46962	51188	82733	49924	102610	77163.5	76828	66292.5	51999	94736.5
"Q5BLK0"	1323745	1103085	1197430	693750	1699800	892690	2082486.66666667	2346213.33333333	2368156.66666667	1378796.66666667	1085170	2699896.66666667
"Q3TEN9"	504620	364620	408990	298460	355600	373240	527860	594135	500345	568655	385485	613930
"Q99JY8"	691405	522765	497210	348895	589510	453375	652133.333333333	781180	623726.666666667	529023.333333333	398873.333333333	636430
"Q9JK42"	217790	145630	177890	109390	128580	147070	323080	269675	295190	278495	188778.5	339650
"B1AT84"	208560	135640	130990	87559.5	76718	100155	181002.233333333	83477.1	168927.033333333	124365	90276.1	183686.666666667
"Q6P6I8"	926539.333333333	624142.666666667	852842.333333333	562429.333333333	1081466.33333333	656895.666666667	1506363.33333333	1611783.33333333	1401913.33333333	1183860	912650	1749856.66666667
"Q8BU30"	227680	197435	207320	149390	202915	156600	520143.333333333	533980	495286.666666667	479246.666666667	257943.333333333	584353.333333333
"Q9DB20"	3871700	2947400	3204866.66666667	1925386.66666667	2091616.66666667	3085580	7395200	8047233.33333333	5370900	6759700	7377366.66666667	5212966.66666667
"Q5EBI8"	1757300	1158200	1638300	762270	1314800	1263200	1231250	1252800	632830	1544500	1563400	565285
"Q9Z1F9"	370530	583610	276810	237320	397865	322625	1014145	765230	965905	814735	466910	1038660
"P40336"	NA	NA	NA	NA	NA	NA	929650	848920	958280	728150	517960	998830
"Q8JZZ5"	NA	NA	NA	NA	NA	NA	192040	192130	242840	116000	134050	262800
"Q9D394"	652363.333333333	553076.666666667	573496.666666667	301130	476136.666666667	376120	2574700	2321400	2665066.66666667	2066900	1551356.66666667	2729400
"O35857"	443740	455550	491560	314930	581720	354870	614456.666666667	702933	583961.666666667	409262.666666667	304215.666666667	616666.666666667
"Q8BHC2"	NA	NA	NA	NA	NA	NA	510080	493030	410980	365715	365385.5	358235
"G3UW57"	301045	229445	215390	215155	322810	243505	135905	112707.5	111043.5	106560	63748	134920
"Q6GTX3"	2555433.33333333	2270300	2847833.33333333	1415983.33333333	2651733.33333333	1709423.33333333	2358500	2362266.66666667	2270766.66666667	1553900	1385866.66666667	1977533.33333333
"Q5M9L9"	1401270	1403940	958526.666666667	809630	1018623.33333333	1037486.66666667	3007233.33333333	2747300	2472100	2211766.66666667	1441653.33333333	3326200
"Q9JJE1"	2076733.33333333	1770266.66666667	1508200	1188546.66666667	1840566.66666667	1857900	3085600	3308866.66666667	2630300	2131166.66666667	2274300	2024933.33333333
"D3Z0V2"	273090	230814	230052.5	147486.5	290535	180589	282593.333333333	265200	260920.666666667	190116.666666667	145993.333333333	309020
"Q9JJC6"	28620	51364	64893	23629	64681	13368	136000	105360	139710	90563	81110	158280
"A0A140LJ61"	19941000	13283000	14493000	13847000	18613000	14704000	14225000	15425000	12726000	11791000	8159400	15351000
"B1AXZ0"	85433	56575	84924	27473	71847	38888	312230	359130	336370	319610	158450	383830
"Q9QXB9"	394308.333333333	357557.333333333	300734.333333333	265115	287130.333333333	303176.666666667	178755.333333333	157532	205321.333333333	144172	104229	219914.333333333
"S4R1S7"	160433.333333333	251840	139316.666666667	178243.333333333	368853.333333333	216313.333333333	1139103.33333333	1044556.66666667	1073833.33333333	994423.333333333	538306.666666667	1307720
"Q9WVT6"	NA	NA	NA	NA	NA	NA	36928.8	59222	59090.5	34184.5	19511.5	42089.5
"Q3UWU7"	567795	336165	894720	487195	557935	519465	1008226.66666667	974876.666666667	921020	1011403.33333333	748436.666666667	1100836.66666667
"Q91Z61"	155050	74896	81852	91726	122770	82115	47602	43611	37185	26468	29752	48437
"A0A1L1SQ76"	3380400	2165200	2047400	1234700	1614400	2105100	2200600	1298000	2000600	1447600	1369200	2254500
"P09528"	1015800	1138223.33333333	1148933.33333333	690130	754343.333333333	734366.666666667	5356350	3657050	6507600	5079050	1588800	3955600
"Q3TBU7"	171210	132526.5	164560.5	91733.5	167563.5	125051	114790	111545.5	120273.5	43109	55399.5	97279.5
"A0A0G2JDJ5"	2219100	1856700	1921700	1319900	2106900	1336200	1641400	1618600	1561500	1355300	774970	1788700
"Q8BW75"	1178773.33333333	765123.333333333	1359800	590450	809570	876340	1131936.66666667	1170300	1210343.33333333	914963.333333333	756863.333333333	1013553.33333333
"Q9CY64"	906000	839230	875006.666666667	500550	751980	667880	548266.666666667	643836.666666667	697846.666666667	493250	360020	680530
"Q05816"	2288300	1860695	2729100	1176825	2447000	1533815	2811026.66666667	1780123.33333333	2821176.66666667	2168906.66666667	1785263.33333333	2897043.33333333
"A2AKU9"	87218	112980	81249	37908	73287	40441	NA	NA	NA	NA	NA	NA
"Q8C2Q8"	3982833.33333333	3597900	3400300	2612030	3598333.33333333	2982666.66666667	5558700	6002400	5497136.66666667	4446333.33333333	4166533.33333333	5454766.66666667
"A0A1D5RLN5"	78552	78818	46642	42656	44999	52795	239280	204210	250030	204220	156400	221870
"A0A0G2JEC4"	422985	351986	403585	255954	486585	335888.5	948020	895925	801805	763430	483205	837690
"Q9JJA0"	NA	NA	NA	NA	NA	NA	527785	395280	521760	414330	301455	578780
"Q3V1M8"	138310	152520	159820	73454	126790	84278	133594.333333333	164680	139098.666666667	97351	60365.6	136534.666666667
"D3YZI9"	292230	236280	277900	250950	388605	287710	346140	380990	297430	304230	195050	448210
"Q8R1B4"	539350	420408.5	372748	280582	392895	322300.5	511592	433822.333333333	457250.666666667	377812	253380.666666667	558446.333333333
"Q8R570"	458790	399710.666666667	349451.666666667	220943	371539.333333333	195429.666666667	934856.666666667	699543.333333333	926410	765620	408226.666666667	1041520
"Q6XE40"	364316.666666667	184743.333333333	290713.333333333	217916.666666667	261683.333333333	241296.666666667	326100	378800	347710	258200	193410	332930
"O89112"	1675520	1231240	1428115	1304025	1570025	1436765	2906933.33333333	2939933.33333333	2838833.33333333	2214233.33333333	1782153.33333333	3167633.33333333
"Q3ULJ0"	1146775.66666667	812769.333333333	938111.1	615570.333333333	955939.633333333	779175.8	3717100	3433283.33333333	3533266.66666667	3056560	2273606.66666667	4000133.33333333
"Q80WJ7"	29898	31825.2	29223	33360.6	33298.5	34209.5	286723.666666667	221701	290140.666666667	225065	143899.666666667	303146.666666667
"Q69ZK9"	723504	730582.666666667	463087	351854	748592	468609.333333333	597363.333333333	527410	604763.333333333	442485.333333333	331017.666666667	691340
"Q543B9"	222675	172055	198820	129030	91539	146655	675968	634346	695484.666666667	597651.666666667	472074.333333333	841166.666666667
"E9PUE7"	990533.333333333	956366.666666667	624940	472156.666666667	703130	552436.666666667	708690	791745	581460	553025	388875	696855
"A0A0U1RP66"	NA	NA	NA	NA	NA	NA	27620	37371	21258	25984	11339	26561
"Q0VGU4"	867375	472230	523900	264632.5	359275	450115	194079	174372.333333333	193513.833333333	125246.2	81856.9333333333	136450.5
"Q3V060"	751630	542300	1772800	626010	1133700	724210	611410	576770	590325	422080	371300	539275
"Q8CEF3"	492640	168370	377170	333730	168520	179990	4172463.33333333	3686951.66666667	4398181.33333333	2679161.66666667	1895244.33333333	3213396.66666667
"A0A3B2WC92"	57006	41274.5	38049	38880.5	43554.5	27782.5	15237	17741	10203	12099	5814.9	17097
"Q9D1Q4"	326250	360230	232390	193500	251250	199830	293630	336570	281510	271950	170360	286410
"P0DN34"	999535	800700	805410	557230	616510	787295	637475	535865	433240	666055	393575	384940
"Z4YKC4"	149425	150320	138380	120785	212425	114610	209403.333333333	237013.333333333	220143.333333333	231763.333333333	94292	295626.666666667
"A0A5F8MPK9"	638953.333333333	501440	626686.666666667	262276.666666667	386670	356513.333333333	944570	853833.333333333	964690	762490	631953.333333333	947386.666666667
"A2A4P4"	399842.333333333	436663.333333333	356434.333333333	174670	277400	242721.333333333	482950	542620	524860	382786	281861.5	499060
"P97355"	30281	22894	15776	20845	6208.2	23853	407316	391835	373416.5	338789	202992	419156
"B0QZV3"	61041	65342	54532	29910	63721	33633	309620	278035	310905	215016.5	166653.5	317490
"Q9JI90"	1430300	974130	1180200	710870	1314700	760910	504025.666666667	465952.666666667	410924.666666667	450579.333333333	387759.333333333	499600.666666667
"Q5SUH7"	NA	NA	NA	NA	NA	NA	917100	1047700	1001900	787900	533830	1093200
"A2AGI3"	1135273.33333333	946300	747320	762543.333333333	878366.666666667	840343.333333333	1228233.33333333	1207680	1314466.66666667	889466.666666667	695803.333333333	1468633.33333333
"A0A1B0GRX2"	222150	164610	167480	157170	121950	174180	NA	NA	NA	NA	NA	NA
"Q07417"	468310	543480	339060	185280	369420	293100	345250	448650	355550	344980	236850	369090
"Q3U8N1"	255420	215850	233235	109390	204755	148180	2525633.33333333	2838833.33333333	2554166.66666667	2127433.33333333	1474000	2813566.66666667
"Q9D9V3"	635610	522860	537780	282520	354250	267320	257350	244230	241566	213621	126009	264447.5
"A2AIJ2"	560470	164490	750500	35339	206250	192190	138320	144310	249630	73309	103790	182670
"Q9CYT6"	1496900	1131203.33333333	1527700	1174093.33333333	1627900	1344600	2064486.66666667	2164910	1830226.66666667	1851426.66666667	1293623.33333333	2023800
"Q3UY11"	3119235	2674215.5	2615915	1758587	3202398	2264016.5	1155718.66666667	1474362	1111096.1	678524.666666667	569680.666666667	1428452
"V9GXG0"	938435	579160	1694045	295705	758650	484455	1083515	1399000	1532100	817410	695890	1778450
"E9PW23"	4449.9	12650	7740.5	5070.6	16421	5053.8	9065.8	16085	1545	3689	3910.4	4021.2
"Q9EQQ9"	305560	179630	201940	166560	195550	208270	334585	316994	369191.5	240354	180946.5	380596.5
"E9Q524"	212390	231215	231225	184500	318830	188990	479943.333333333	391256.666666667	538426.666666667	298496.666666667	252520	667013.333333333
"E9Q1T1"	1756336.66666667	1522010	1291940	1209396.66666667	1837690	1302146.66666667	7473523.33333333	8279843.33333333	6380453.33333333	3525703.33333333	3476423.33333333	5280436.66666667
"Q3TQP7"	3178633.33333333	2427776.66666667	2511240	1372956.66666667	2460470	1956173.33333333	3700200	4408500	3082033.33333333	3243733.33333333	2880700	2956433.33333333
"Q3UPD5"	1914940	1408213.33333333	1292176.66666667	955123.333333333	982973.333333333	1239346.66666667	2527866.66666667	1924833.33333333	2303966.66666667	2136800	1746940	2544533.33333333
"Q9EPL8"	837566.666666667	749446.666666667	709603.333333333	489663.333333333	761450	581030	709936.666666667	634426.666666667	760840	557513.333333333	407840	782403.333333333
"Q8R050"	159371	108921.666666667	133599.666666667	84257.6666666667	91707.6666666667	108753	852053.333333333	859360	858760	720513.333333333	596076.666666667	955326.666666667
"Q3TKR5"	295170	351826.666666667	243582.666666667	168251.333333333	343540.333333333	231653.333333333	NA	NA	NA	NA	NA	NA
"Q7TMG8"	1400653.33333333	1070350	1135190	709653.333333333	927913.333333333	1069560	1431303.33333333	1262660	1296866.66666667	881733.333333333	804582.333333333	1212290
"O70591"	974265.333333333	869194.333333333	794575	431626.333333333	867066.333333333	616254.666666667	1050950	1064130	1049750	650850	340520	920950
"Q3THX4"	796210	564050	628670	393320	505120	465200	413230	403784.5	448966	375330	258744.5	488470
"Q3U0T9"	1174623.33333333	660643.333333333	788236.666666667	455130	647703.333333333	606726.666666667	2361300	1439233.33333333	2002290	1760266.66666667	1695466.66666667	2366690
"Q99J08"	592406.666666667	745896.666666667	509033.333333333	431746.666666667	689336.666666667	471480	726446.666666667	573336.666666667	800753.333333333	692780	413983.333333333	1019700
"Q3UHL1"	2707983.33333333	2044106.66666667	2266576.66666667	2547950	3845420	2902653.33333333	6018100	7165466.66666667	5278766.66666667	4282900	3974233.33333333	5763766.66666667
"D3Z7M9"	586045	1137245	471450	515120	712775	712330	1107153.33333333	1161770	1066276.66666667	820430	618643.333333333	1117240
"Q9CQM8"	253580	241500	230350	122230	198670	162070	411710	548980	379240	248680	87219	319600
"E9QNF7"	1232096.66666667	750876.666666667	1117503.33333333	621816.666666667	981766.666666667	752480	924196.666666667	940796.666666667	999160	653473.333333333	525336.666666667	1043993.33333333
"Q80TH1"	940850	868826.666666667	955540	826490	1645833.33333333	928733.333333333	837220	786560	711983.333333333	597126.666666667	395533.333333333	843963.333333333
"Q9R0X6"	674050	55518.5	578240	2100965	2559005	1327910	NA	NA	NA	NA	NA	NA
"P85094"	359036.666666667	262590	309003.333333333	113663.333333333	199299.333333333	214833.333333333	176854	89584.5	200331.5	89318	91409.5	165762.5
"E0CY11"	413146.666666667	299583.333333333	322633.333333333	196476.666666667	264106.666666667	251450	528933.333333333	351136.666666667	499790	535336.666666667	296336.666666667	661240
"D3YYK0"	124050	81022	91826	53425	53872	69216	90940	129130	120340	91317	48177	92121
"Q3V2R3"	NA	NA	NA	NA	NA	NA	52784	54407	46752	25094	25771	43568
"A0A0G2JG95"	NA	NA	NA	NA	NA	NA	624055	818895	483940	552495	340630	617650
"G5E850"	2083080	1705230	2010285	1309770	2133790	1477895	2476900	2650666.66666667	2757733.33333333	2201466.66666667	1376946.66666667	2761666.66666667
"Q8BXR1"	1579700	652210	934990	535930	814250	854100	3007800	2430500	2540100	1932400	1817400	2251900
"E9QAL0"	1775500	1348300	1361400	404950	1049000	740400	NA	NA	NA	NA	NA	NA
"Q91ZZ3"	5186733.33333333	3459233.33333333	4550966.66666667	2263606.66666667	3371990	3518933.33333333	7280716.66666667	7313663.33333333	2843505.66666667	9154316.66666667	10088590	3158305.66666667
"Q9CQW1"	215303.333333333	137301	161818.333333333	109438.666666667	88947.3333333333	123845	959423.333333333	772266.666666667	868826.666666667	679613.333333333	562800	953023.333333333
"Q3UWP8"	10737550	9520500	8273900	6192910	8768150	7073500	7529900	7051400	7898946.66666667	5719033.33333333	4165066.66666667	8254443.33333333
"G3V004"	2123600	1983500	2074100	936480	2757800	1367000	1546500	1584200	1702100	1408600	827640	1570200
"Q9D0A3"	222862.5	207343	225033.5	117628	207725	170389.5	187570	198710	172190	152160	129860	190020
"Q8CGY8"	727610	463860	767640	455980	1147800	584780	965496.666666667	1038076.66666667	1036706.66666667	755770	498426.666666667	1247163.33333333
"A0A0J9YUA3"	218150	280070	170740	154120	302630	171840	170800	941290	118990	688800	113740	118390
"P11031"	NA	NA	NA	NA	NA	NA	2743000	2618100	2804500	2405800	1904000	3481800
"Q8C2P0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B1AUA8"	295920	204880	194120	126550	129860	176720	96979	89731.5	75299.5	79027.5	53513.5	86969
"Q8VCW8"	540895	495485	418435	180626.5	325300	276340	650685	587360	678235	535765	408390	718525
