"id"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q96DU7"	64922.3333333333	55694.6666666667	54846.3333333333	72353.3333333333	60817.6666666667	70020.6666666667	91545	83098	89016.3333333333	44575.6666666667	66462.3333333333	64987.3333333333	63860	53182.6666666667	51945.3333333333	54209	92894	74073.3333333333	88356.6666666667	48137.3333333333
"Q8NG31"	27187.6666666667	24550	25255.6666666667	37393.3333333333	31423	34689.6666666667	30874.6666666667	26839	31294.3333333333	27045.3333333333	50323.3333333333	53691	43512.3333333333	23005.3333333333	25101.6666666667	28387.3333333333	41265.3333333333	32329.6666666667	38616.6666666667	38344
"Q13445"	378636.666666667	314870	326103.333333333	146850	123807.666666667	135890	80696.6666666667	95338.3333333333	106814.666666667	149986.666666667	102157	96819	60569.6666666667	188436.666666667	176953.333333333	204030	64837.3333333333	61375	58165.3333333333	96788.6666666667
"O14548"	304345.5	281568	287662	301682	239644.5	274387.5	94602	96541.5	116044.5	172533.5	243056.333333333	265671.333333333	228585	247143.333333333	212380.666666667	233233.666666667	105494	101505.333333333	101179	146416
"Q92692"	169533.333333333	166720	160220	61540.3333333333	53805	53531.6666666667	114775	111164.333333333	119511.666666667	85543.6666666667	105434.666666667	108848.666666667	103983.333333333	183309.333333333	213400	204327.333333333	185287.666666667	140421.666666667	163587.666666667	129039
"O60506"	3182833.33333333	2791866.66666667	2880900	1845133.33333333	1366400	1488566.66666667	2257566.66666667	1926033.33333333	1888366.66666667	1392733.33333333	3620333.33333333	3986400	3027900	4955000	4054200	4446800	4338733.33333333	3527166.66666667	3856966.66666667	2942200
"P62241"	5364100	4900700	4519566.66666667	4165100	3420300	3805566.66666667	4339933.33333333	3667666.66666667	3534200	2980766.66666667	4465700	4398800	3754833.33333333	4240433.33333333	4099100	4214500	4174666.66666667	3414033.33333333	4033066.66666667	3121666.66666667
"A0A087X2I1"	1872966.66666667	1549733.33333333	1539866.66666667	1016456.66666667	850786.666666667	926033.333333333	1057566.66666667	873183.333333333	1025380	881960	1195213.33333333	1170643.33333333	1012593.33333333	1717866.66666667	1615393.33333333	1654166.66666667	1223026.66666667	951156.666666667	1097256.66666667	1090963.33333333
"Q9Y6D9"	271100	233450	236596.666666667	239703.333333333	239406.666666667	218996.666666667	310910	265896.666666667	309810	194733.333333333	283013.333333333	289843.333333333	253846.666666667	234270	257383.333333333	267730	373436.666666667	304096.666666667	331970	223650
"P08238"	35259333.3333333	30916333.3333333	28804333.3333333	12295333.3333333	9122833.33333333	10782333.3333333	18725666.6666667	14999000	17249000	13295000	15980333.3333333	15636000	13604966.6666667	31473333.3333333	28155333.3333333	29335333.3333333	20743333.3333333	16425666.6666667	18781000	16592333.3333333
"C9J9K3"	3151333.33333333	2410200	2663066.66666667	2963400	2493300	2957266.66666667	2659633.33333333	2626966.66666667	2846500	2249166.66666667	3892333.33333333	3453366.66666667	3518233.33333333	2314533.33333333	2119566.66666667	2284300	3269133.33333333	2486666.66666667	2823033.33333333	2306400
"Q5VW32"	299270	214676.666666667	250030	549073.333333333	426390	453470	278383.333333333	256636.666666667	289246.666666667	255720	650016.666666667	624500	616936.666666667	225046.666666667	191523.333333333	215193.333333333	451843.333333333	366213.333333333	396776.666666667	344900
"Q9UIA9"	481166.666666667	396296.666666667	396270	287233.333333333	220453.333333333	261156.666666667	227446.666666667	208006.666666667	230383.333333333	224653.333333333	380143.333333333	398436.666666667	305763.333333333	495933.333333333	445446.666666667	492250	311526.666666667	250596.666666667	296386.666666667	290200
"P62269"	2905233.33333333	2423866.66666667	2148633.33333333	2096566.66666667	1796200	1926400	2166100	1809566.66666667	2004866.66666667	1551633.33333333	2498800	2485333.33333333	2757400	2027066.66666667	2198600	2215566.66666667	2026600	1632433.33333333	1910933.33333333	1765566.66666667
"F8W543"	45118	34477	36771	38838	37721	26880	34109	36980	41760	31982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q09666"	5449100	4608066.66666667	4559400	15045066.6666667	12631800	13338333.3333333	4704100	4311900	5008466.66666667	7214200	18985666.6666667	18923333.3333333	17307666.6666667	4531266.66666667	4674733.33333333	4936766.66666667	6756433.33333333	5100933.33333333	5593100	8831066.66666667
"P61221"	1355076.66666667	1140130	1086360	1207223.33333333	1003980	1119276.66666667	777880	740486.666666667	819650	1015280	1640333.33333333	1606466.66666667	1305136.66666667	1367420	1282373.33333333	1416933.33333333	1139836.66666667	863996.666666667	989953.333333333	1310900
"Q92896"	1002260	934493.333333333	924320	704423.333333333	552586.666666667	604513.333333333	176716.666666667	170333.333333333	166450	337983.333333333	754403.333333333	830653.333333333	623590	885433.333333333	896510	838610	200626.666666667	158460	167970	324536.666666667
"P01024"	1816.5	1466.9	991.9	37815.8	35521.7	33750.6	4824.4	2942.1	1926.3	16075.8333333333	57413.6666666667	57392.6666666667	63309.3333333333	563.853	410.696666666667	1017.7	2400.75	1409.23666666667	1235.095	25049.3333333333
"Q2NKX8"	195533.333333333	162526.666666667	169003.333333333	175740	166535	177860	188353.333333333	164830	190973.333333333	165920	319903.333333333	347690	343706.666666667	304683.333333333	268118.666666667	300783.333333333	373586.666666667	307533.333333333	320193.333333333	276726.666666667
"Q53H82"	747900	587233.333333333	642553.333333333	493600	419600	441816.666666667	1306766.66666667	1169000	1268000	614023.333333333	432730	455896.666666667	316143.333333333	512073.333333333	486866.666666667	521903.333333333	1324466.66666667	1030530	1160660	553686.666666667
"P36542"	3006300	2498700	2463100	2268533.33333333	2065100	2107333.33333333	1322523.33333333	1131450	1305530	1351543.33333333	2862333.33333333	2842733.33333333	2139633.33333333	2682800	2645033.33333333	2706766.66666667	1639466.66666667	1285000	1535833.33333333	1614566.66666667
"Q9H074"	369263.333333333	298530	322306.666666667	187493.333333333	149496.666666667	178303.333333333	514173.333333333	504563.333333333	521300	236316.666666667	295040	268270	251293.333333333	335026.666666667	354790	331720	789496.666666667	577483.333333333	603736.666666667	311090
"Q9H6R7"	14967.25	13613.7	13252.75	20680.15	16945.8	19019.55	18168.65	17174.2	17575.15	14780.4	18684	18830.6	10046.55	11184.2	10770.3	11860.3	17145	13843.6	14396.4	15322.9
"Q9Y487"	230472	200934.333333333	191486.666666667	57610.3333333333	51546	54771.6666666667	56218	51596.6666666667	57367.6666666667	70994.6666666667	65492.6666666667	67195	52426.3333333333	190363.666666667	182493.333333333	199868	59184.6666666667	47029	58555	73857.6666666667
"Q13740"	935436.666666667	773090	784423.333333333	1118736.66666667	1024756.66666667	1106306.66666667	519763.333333333	479976.666666667	517430	658316.666666667	1362133.33333333	1330040	928266.666666667	880356.666666667	780726.666666667	859470	755210	570160	694430	649473.333333333
"P62280"	4163066.66666667	3582933.33333333	3442566.66666667	3253200	2544966.66666667	2885433.33333333	3344800	2810800	3055566.66666667	2318500	3525633.33333333	3240866.66666667	2658166.66666667	3287200	3032533.33333333	3263866.66666667	3364766.66666667	2624433.33333333	2829466.66666667	2307333.33333333
"Q9NZD2"	690216.666666667	593213.333333333	615416.666666667	260453.333333333	213170	264510	158093.333333333	146402	173290	282290	298596.666666667	296130	251346.666666667	597266.666666667	576390	608186.666666667	164166.666666667	144533.333333333	179566.666666667	295753.333333333
"P06748"	13819333.3333333	11532333.3333333	10987900	13242333.3333333	11148000	11542333.3333333	6217900	5653766.66666667	5818133.33333333	8358200	17352666.6666667	17063333.3333333	13893333.3333333	12368333.3333333	11971300	12413066.6666667	7639733.33333333	6313300	6837633.33333333	10709300
"Q09028"	1359763.33333333	1085136.66666667	1108916.66666667	819723.333333333	733583.333333333	768033.333333333	584563.333333333	517770	589340	624006.666666667	993366.666666667	1060626.66666667	1094453.33333333	1128770	1079080	1144113.33333333	584960	462053.333333333	534093.333333333	711933.333333333
"Q9H936"	270796.666666667	228060	236890	216210	198160	199060	170556.666666667	149803.333333333	180170	188083.333333333	306886.666666667	315323.333333333	331710	275496.666666667	277886.666666667	282203.333333333	231636.666666667	180026.666666667	201633.333333333	260570
"O15042"	521610	430856.666666667	481453.333333333	374773.333333333	305970	346393.333333333	392803.333333333	341063.333333333	366290	283786.666666667	439050	463653.333333333	389363.333333333	598203.333333333	568693.333333333	628423.333333333	501690	428610	475683.333333333	388566.666666667
"P51688"	55383	48366	50996.3333333333	68855.3333333333	51636.6666666667	57035.3333333333	16629.2333333333	17986.2333333333	22538.3333333333	37936.6666666667	125455	125919	114455	101353.666666667	95233	93931.3333333333	42015	30789.9333333333	40727	72582.3333333333
"P68036"	1726626.66666667	1434780	1458850	1680973.33333333	1429106.66666667	1688433.33333333	3326566.66666667	2917066.66666667	3237200	1398936.66666667	2158566.66666667	2085466.66666667	1947266.66666667	1677906.66666667	1625683.33333333	1675113.33333333	4617033.33333333	3531533.33333333	4141566.66666667	1925733.33333333
"Q9H6Z4"	308543.333333333	250036.666666667	260573.333333333	290126.666666667	284263.333333333	303983.333333333	238043.333333333	238730	270286.666666667	282443.333333333	486286.666666667	483623.333333333	476763.333333333	405396.666666667	424026.666666667	431383.333333333	386503.333333333	271510	312210	367270
"Q13895"	194180	163780	166513.333333333	253133.333333333	232093.333333333	229160	285903.333333333	262666.666666667	309520	220313.333333333	323220	350493.333333333	266483.333333333	156550	164406.666666667	177966.666666667	438970	373390	391753.333333333	316556.666666667
"F8VYE8"	96084.3333333333	74440.6666666667	78535	163427.666666667	133646.666666667	151126.333333333	106028	90727.3333333333	102950	121727.333333333	140099.333333333	149220	113424.366666667	36167.8	48879.2666666667	42070.0333333333	80732	60015.3333333333	77145.6666666667	87911.3333333333
"Q9NXH8"	44380.15	37445.7	27452.3166666667	65267.3333333333	50392.6666666667	63529.6666666667	18089.11	25950.8666666667	37386.2	36641	74815	75111.3333333333	55806.2333333333	13067.3	10419.7	14464.7	14931.2666666667	12210.3666666667	10642.5333333333	45351.6666666667
"P61106"	2435200	2040433.33333333	2140133.33333333	972996.666666667	777166.666666667	884270	1556700	1360733.33333333	1490966.66666667	973830	1358733.33333333	1406566.66666667	1229786.66666667	2330300	2213566.66666667	2326200	2078033.33333333	1561900	1747800	1296000
"P47755"	992083.333333333	762976.666666667	809493.333333333	545310	475536.666666667	546886.666666667	697026.666666667	684066.666666667	747780	486506.666666667	568850	554573.333333333	378520	690086.666666667	665520	695006.666666667	746166.666666667	591540	685253.333333333	438610
"Q15031"	168933.666666667	144948.333333333	136190	122225.333333333	104525.666666667	116058	123589.666666667	112950	118767	105760.333333333	172083.333333333	191147	175624	198420	203083.333333333	226006.666666667	212855.666666667	153250.333333333	186828.666666667	158688.666666667
"Q86XI2"	135151	119579.666666667	120366.333333333	95373.3333333333	81275.3333333333	84844	66588.6666666667	57724.3333333333	64901.3333333333	104461.333333333	87821.6666666667	92727	62046.6666666667	90756.3333333333	87873.6666666667	93291.3333333333	62415	49433.6666666667	53498.6666666667	89954.3333333333
"O75691"	411946.666666667	321873.333333333	330783.333333333	442843.333333333	373803.333333333	390723.333333333	243663.333333333	223813.333333333	236953.333333333	274466.666666667	314866.666666667	338406.666666667	307270	221150	215390	225963.333333333	193596.666666667	151526.666666667	159873.333333333	202656.666666667
"Q99523"	365460	297036.666666667	322246.666666667	23108.1666666667	19969	25237.8333333333	74937	57416.3333333333	87754.6666666667	90332.6666666667	20775.6666666667	25866	24807	268171.333333333	281689.333333333	281790	92671.6666666667	72912	90311	93841.3333333333
"C9JFR7"	2232090	1471340	2262620	2341066.66666667	2121040	2673166.66666667	2563100	2861866.66666667	3070933.33333333	2051896.66666667	3675766.66666667	3493233.33333333	2213766.66666667	3080933.33333333	2200000	3091333.33333333	4162233.33333333	3372033.33333333	3658100	2775233.33333333
"M0QZR4"	500756.666666667	420193.333333333	433086.666666667	515850	409593.333333333	454943.333333333	483720	401863.333333333	475883.333333333	373650	819183.333333333	840180	735366.666666667	497326.666666667	511070	530470	737783.333333333	579130	651263.333333333	565156.666666667
"Q8N3C0"	624426.666666667	560920	526116.666666667	540096.666666667	416246.666666667	492766.666666667	534110	490806.666666667	522976.666666667	377726.666666667	541813.333333333	521303.333333333	356263.333333333	464066.666666667	464966.666666667	468853.333333333	579933.333333333	431570	505133.333333333	340033.333333333
"O95822"	164865.666666667	138834.333333333	136436	21150.3333333333	20024.9333333333	20063.3	62614	56304	59288.3333333333	41029	33542	38883.3333333333	22623	216460	201804.666666667	223817.666666667	91229	78671.3333333333	90466	64123.3333333333
"Q96CV9"	51088.6666666667	39060.3333333333	40964.3333333333	174083.333333333	159610	175134.333333333	51465	44966	58395.3333333333	115164.333333333	178540	175623.333333333	155156.666666667	62293	63252	61531.6666666667	79710.3333333333	67728	77614	113259.666666667
"O75391"	235961.666666667	171948	209266	165145.666666667	147508	174549	99162.6666666667	89158.3333333333	116146.333333333	110795	197550	175396.666666667	167989.333333333	244286.666666667	171412	233910	143053	124909	132768	143427
"F5GZS6"	1083513.33333333	959546.666666667	955116.666666667	2134900	1880100	1904100	2478000	2168600	2359300	1467933.33333333	3398400	3449166.66666667	3014600	1177773.33333333	1230233.33333333	1286720	3421700	3163400	3032600	2226466.66666667
"Q15269"	107256.333333333	84964	94237.3333333333	181123.333333333	149163.333333333	147210	46601.3333333333	49844.6666666667	49749	77750.3333333333	238223.333333333	246646.666666667	175103.333333333	146673.333333333	133883.333333333	151040	107960	92351.3333333333	100241.333333333	143263.333333333
"Q9H089"	265993.333333333	220726.666666667	211710	67615.6666666667	60244.6666666667	63170	145383.333333333	127786.666666667	137750	111551.333333333	97796.3333333333	103598.666666667	98242	272693.333333333	263336.666666667	282330	187380	151293.333333333	171150	139973.333333333
"O00194"	338813.333333333	277660	291263.333333333	155873.333333333	132110	133683.333333333	218083.333333333	189743.333333333	218980	110081.333333333	174680	189243.333333333	177186.666666667	306080	275016.666666667	303063.333333333	232936.666666667	192353.333333333	233860	141107
"Q8IXI1"	279724	245837.666666667	265297.333333333	141938.666666667	139723.666666667	151456.333333333	64845.6666666667	75458	78486	108287.666666667	280760	251283.333333333	220623.333333333	351930	338880	380566.666666667	126360	93299.3333333333	117467.666666667	176290
"Q8N5G2"	63912.3333333333	52490.3333333333	52558.3333333333	29053	24110.6666666667	26083	47929	40828	47354	27467.6666666667	20246.6666666667	21067.0333333333	18355.5	40199.3333333333	36825.3333333333	40752.3333333333	37236	29566	38503	21915
"A5PLN9"	56571.35	46996.8	50791.95	50157.35	40044	39740.135	37105.5	34797.4	38124.6	26103.15	64300	61058	51884	47688	48119	55673	58296.5	42417.5	40716.5	33226
"P01011"	251173.333333333	238113.333333333	209316.666666667	59151.3333333333	50235.3333333333	57618.3333333333	67968	54977.6666666667	65615	56416.3333333333	68323.6666666667	67864.3333333333	69749.3333333333	285145.333333333	295063.333333333	292596.666666667	76601.3333333333	61433	71495.6666666667	64130
"P30740"	596350	590116.666666667	501843.333333333	623736.666666667	472373.333333333	505366.666666667	1156600	947126.666666667	1089826.66666667	667166.666666667	553533.333333333	657210	606273.333333333	517856.666666667	510390	514453.333333333	1139796.66666667	922330	1039176.66666667	662846.666666667
"E7EVA0"	1376336.66666667	1255843.33333333	1174176.66666667	2173633.33333333	1835033.33333333	2023500	2048800	1805233.33333333	2059466.66666667	1405700	3050400	2788900	1644233.33333333	1500000	1463233.33333333	1522066.66666667	2928866.66666667	2356033.33333333	2518566.66666667	1905666.66666667
"A0A0A0MTR7"	273746.666666667	234253.333333333	231546.666666667	261866.666666667	203936.666666667	239523.333333333	342463.333333333	305743.333333333	327686.666666667	183510	366220	370483.333333333	305606.666666667	283123.333333333	293900	292583.333333333	502206.666666667	395440	457536.666666667	268726.666666667
"Q9H3Q1"	235049	191122.666666667	200921.666666667	94488.3333333333	72601	84413.6666666667	211864	194726.666666667	221903.333333333	141377.666666667	172822	170830.333333333	203280.666666667	388988	377913	410334.666666667	428953.666666667	337698.333333333	406899	251490.333333333
"P31930"	1494533.33333333	1125790	1121333.33333333	1112733.33333333	1048116.66666667	1107500	464750	426253.333333333	483726.666666667	798426.666666667	1325243.33333333	1372113.33333333	1168983.33333333	1050353.33333333	1021416.66666667	1069003.33333333	521170	440336.666666667	472310	819783.333333333
"F2Z2X4"	147133	121037	122364.666666667	139811.333333333	110052.666666667	134670	141400.666666667	128129.333333333	156862.666666667	104898.666666667	91789.6666666667	92364.3333333333	51711.6666666667	73956.3333333333	62850.6666666667	68714	88877.6666666667	77031.6666666667	88150.6666666667	65281.6666666667
"Q8NB46"	518420	462180	447920	191386.666666667	168651.666666667	182686.666666667	124107.666666667	116133.333333333	115000	157788.333333333	172069.666666667	165117	123800.666666667	326782	327298.333333333	340295.666666667	87603.3333333333	81225.6666666667	86889.3333333333	128569.333333333
"P0DP91"	10372	8402.6	9610.7	27183	25751	24949	3070.4	3055.5	3217.6	10502	67339	56123	71042	28024	26432	26210	16370	8038.8	16396	28234
"O75165"	358423.333333333	326596.666666667	311623.333333333	370990	311026.666666667	353583.333333333	241506.666666667	210836.666666667	244926.666666667	233660	425800	442053.333333333	405960	312453.333333333	334626.666666667	363370	275183.333333333	229530	275220	265886.666666667
"Q9NSE4"	1196566.66666667	1012550	962486.666666667	1903966.66666667	1550766.66666667	1643300	1055873.33333333	890830	1034876.66666667	966540	1817833.33333333	1951566.66666667	1688700	895420	828910	878776.666666667	1053103.33333333	846920	975730	991316.666666667
"P26639"	1735633.33333333	1460166.66666667	1435600	1646000	1304433.33333333	1420833.33333333	2537333.33333333	2264433.33333333	2512066.66666667	1733733.33333333	1485400	1529300	1417066.66666667	1160486.66666667	1120290	1185733.33333333	2569666.66666667	2087566.66666667	2257666.66666667	1600066.66666667
"Q01518"	2170533.33333333	1924666.66666667	1958766.66666667	5020266.66666667	4029533.33333333	4309800	3893200	3543633.33333333	4129166.66666667	2682366.66666667	4393966.66666667	4621600	4881666.66666667	1707366.66666667	1812400	1623533.33333333	4003866.66666667	3061433.33333333	3310800	2438366.66666667
"Q9NZN4"	39826	33849	36628.6666666667	1854900	1310156.66666667	1614566.66666667	282723.333333333	285580	307770	614856.666666667	1239666.66666667	1291400	1161366.66666667	21945	19165.3333333333	24778.3333333333	315106.666666667	220886.666666667	270046.666666667	473063.333333333
"O75027"	138484.333333333	121669	114326.333333333	183537.333333333	173580	173542	142009	130101.666666667	139299	126462	334290	307353.333333333	235083.333333333	199440	207136.666666667	226220	277643.333333333	215966.666666667	252373.333333333	228093.333333333
"P36871"	267740	233776.666666667	247826.666666667	1530466.66666667	1129566.66666667	1368466.66666667	983736.666666667	962470	1067480	988213.333333333	1516033.33333333	1553866.66666667	1514433.33333333	206286.666666667	184890	164626.666666667	1187443.33333333	922680	1055706.66666667	1048513.33333333
"E5RGA5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P17301"	332636.666666667	303376.666666667	307216.666666667	310183.333333333	302590	289313.333333333	697310	646123.333333333	709713.333333333	455016.666666667	481466.666666667	486780	501253.333333333	363396.666666667	407293.333333333	371633.333333333	998073.333333333	787193.333333333	766990	604070
"O76074"	4825.4	7405.9	5766.6	1113.7	705.64	736.39	17639.7	15137	16511.0666666667	4382.1	1368.6	NA	1252.555	10116	10279	11989	23830.4	24933.3	16437.3666666667	7230.1
"A0A2R8YH03"	120359	96519	104587	76769.6666666667	52156.3333333333	48827	42063.6666666667	49435	55083.6666666667	32386	20753	18205.6666666667	14249.3333333333	40664.6666666667	44060	45089.6666666667	116875.666666667	70650.3333333333	85837	29965.3333333333
"P38935"	110108.666666667	87905	96073	42830.6666666667	36242.6666666667	37440.3333333333	74714.6666666667	65206.3333333333	74365.6666666667	52790.3333333333	11439.0666666667	8873.93333333333	3553.56666666667	16947.9666666667	20297.3666666667	22765.8666666667	14827.6333333333	15243.9333333333	14973.9333333333	12591.4333333333
"Q92621"	444603.333333333	385886.666666667	403320	606400	516583.333333333	526000	510683.333333333	491140	555353.333333333	399316.666666667	638636.666666667	636673.333333333	580746.666666667	366556.666666667	362676.666666667	398513.333333333	605600	502516.666666667	538920	436550
"Q8N556"	83573.3333333333	71289	74153.3333333333	144184	140421	127173.333333333	324512	299493.333333333	316683.333333333	174698	132309	129333	121927.333333333	62605.6666666667	58239	61784.6666666667	291750	226882.666666667	245246.666666667	153292
"Q9UJS0"	1261210	1094166.66666667	1093916.66666667	588276.666666667	547080	573876.666666667	896563.333333333	764303.333333333	856406.666666667	561340	601520	627860	505220	920603.333333333	895476.666666667	908390	874316.666666667	692873.333333333	720926.666666667	520130
"Q8TAQ2"	440906.666666667	366306.666666667	428366.666666667	203843.333333333	206296.666666667	183756.666666667	173090	170993.333333333	194120	174430	278023.333333333	295326.666666667	273150	469740	436920	493270	254080	219836.666666667	218723.333333333	225446.666666667
"Q92667"	856970	750243.333333333	755026.666666667	191241	157879.333333333	166140.666666667	337220	322666.666666667	344560	293913.333333333	168588.333333333	161327.333333333	175233.333333333	631183.333333333	613900	613460	315036.666666667	246590	283876.666666667	255306.666666667
"Q96PV6"	39814.1666666667	28505	32504.9	29695.0666666667	26982.2666666667	29568.7666666667	31160.8333333333	26941.5333333333	33113.5666666667	27586.7	15566.3333333333	14248.7333333333	18569.6666666667	13968.6	15486.9333333333	14496.5333333333	12700.4	9588.03333333333	10214.8333333333	12920.7
"Q9NX24"	169114.333333333	161893.333333333	170130.666666667	246713.333333333	217803.333333333	273403.333333333	221469	233056.666666667	221673.333333333	202013.333333333	397116.666666667	371206.666666667	324683.333333333	234576.666666667	215013.333333333	224730	372456.666666667	310310	338680	254290
"A0A3B3IRX8"	23858	22044.5	20788.9	10749.4	8098.35	9770.25	6778.9	6757	6746.35	7689.7	14140	13653	11719	30319	37296	32936	5463.7	4694.4	5440.3	10299
"P29083"	404366.666666667	333458.333333333	306061.666666667	210500.333333333	177149.666666667	213765.666666667	200172	172177.333333333	198240.666666667	165784.333333333	192515.333333333	209290.333333333	194152.333333333	284650	284806.666666667	309976.666666667	185863	152651.333333333	168474.333333333	157630.333333333
"Q9UBT2"	2076733.33333333	1694966.66666667	1770866.66666667	1026543.33333333	818036.666666667	893473.333333333	1125833.33333333	997223.333333333	1106600	782403.333333333	945466.666666667	970136.666666667	785830	1393033.33333333	1324433.33333333	1391366.66666667	1020990	800996.666666667	920753.333333333	760620
"Q9Y4B6"	179183.333333333	138458	154630	60292	57817	56906.6666666667	114845	100691.666666667	103959.333333333	76490.6666666667	36729	37178.3333333333	36040.6666666667	97238.6666666667	100128.666666667	106413.666666667	64887.6666666667	59210.6666666667	61311.3333333333	53786.6666666667
"Q7Z2W4"	416436.666666667	362030	350586.666666667	389973.333333333	348680	367260	433576.666666667	376820	397103.333333333	411816.666666667	518140	543580	567110	426966.666666667	434763.333333333	440790	586056.666666667	505240	560306.666666667	563733.333333333
"Q3SY69"	41992.3333333333	34446	36494	327656.666666667	294696.666666667	305156.666666667	39038	41776.3333333333	49486.6666666667	108701.666666667	367160	372280	366496.666666667	39746	42756.3333333333	50217.3333333333	54231.6666666667	54213	53045	112868.666666667
"P46199"	304573.333333333	260866.666666667	255040	284526.666666667	248740	270886.666666667	228063.333333333	182683.333333333	226676.666666667	229753.333333333	228236	239435.333333333	203874	198005	194816.666666667	206596.666666667	246796.666666667	208553.333333333	215918.666666667	195980
"Q9HAV7"	983110	820293.333333333	855770	989923.333333333	893020	936450	1131326.66666667	1003276.66666667	1123630	853970	1197126.66666667	1293926.66666667	999040	770160	784990	820683.333333333	1288776.66666667	996386.666666667	1129876.66666667	987726.666666667
"Q92696"	1083133.33333333	880086.666666667	880983.333333333	592150	509423.333333333	602006.666666667	761176.666666667	732533.333333333	769526.666666667	469126.666666667	582816.666666667	539990	393253.333333333	625333.333333333	612226.666666667	639520	661780	515193.333333333	584030	396020
"E9PGT3"	323263.333333333	281710	270646.666666667	291526.666666667	248586.666666667	275426.666666667	603426.666666667	513340	555673.333333333	256040	306473.333333333	312860	263913.333333333	240353.333333333	220440	233503.333333333	542140	423926.666666667	475723.333333333	263043.333333333
"P51812"	631976.666666667	499616.666666667	506280	309413.333333333	273980	296886.666666667	1195393.33333333	1025773.33333333	1112293.33333333	400383.333333333	411616.666666667	400776.666666667	352650	593820	589676.666666667	588116.666666667	1207700	919910	1063766.66666667	474203.333333333
"Q16254"	32151	30476	29418	42477.6666666667	38282.3333333333	40188.3333333333	23733.6666666667	23274	25293	28903.3333333333	78331.6666666667	80802	78341.3333333333	51877	51823.3333333333	59226.6666666667	57965	48109.6666666667	50603.3333333333	53267.3333333333
"Q15014"	292208.666666667	166854	250086.333333333	222786.666666667	221177.333333333	246254	111979.666666667	116816	115152.333333333	174662	232630.6	205611.8	182079.7	209764.333333333	160068.666666667	215303	153556	118536.966666667	129935	146452.866666667
"Q93063"	27419	20759	25280	34295	34579	34305	22438	19949	27306	24989	19008.65	20242.6	19452.4	10830.2	11360.75	10115.7	14566.3	11607.45	14215.3	11333.7
"P09467"	5183500	3636333.33333333	4525933.33333333	76288.3333333333	69141.6666666667	75668.6666666667	94242.3333333333	82446.6666666667	92524.6666666667	710510	72878	131847.333333333	84342.6666666667	5370500	4034333.33333333	5334433.33333333	70989.6666666667	92680.6666666667	68420.3333333333	910590
"C9JLU1"	841710	756506.666666667	772386.666666667	537403.333333333	484426.666666667	484420	533506.666666667	479200	567463.333333333	492656.666666667	496200	478033.333333333	234260	702573.333333333	647330	713510	565110	454763.333333333	499733.333333333	428843.333333333
"Q96RL1"	130037	116202.333333333	117653	123448.333333333	107267	116805.333333333	291396.666666667	242510	274916.666666667	107087.333333333	74265.6666666667	73285.3333333333	50838.6666666667	80344.6666666667	75343.3333333333	84120.3333333333	190620	155393.333333333	167576.666666667	75400.3333333333
"Q9H4M9"	831053.333333333	661853.333333333	746196.666666667	1152380	983690	1026136.66666667	1826483.33333333	1602666.66666667	1768703.33333333	1515996.66666667	1072913.33333333	1098900	1105200	728286.666666667	661586.666666667	713060	1846666.66666667	1439100	1574166.66666667	1393433.33333333
"P0DP25"	4465433.33333333	3660333.33333333	3857900	5178000	4541733.33333333	4788300	4720633.33333333	4213933.33333333	4739633.33333333	3884800	4296733.33333333	4386900	3736766.66666667	3665133.33333333	3568766.66666667	3683800	4093466.66666667	2979266.66666667	3396633.33333333	3319066.66666667
"Q00534"	72382.6666666667	56029.3333333333	72214	127395.333333333	105918	123539.333333333	53376.3333333333	63766.6666666667	61534.6666666667	101039	69577.3333333333	70092	67253.6666666667	18999	25694.6666666667	22377	40768	28416	34939	53865.3333333333
"Q16594"	10439.8666666667	9684.13333333333	10343	7309.83333333333	6872.16666666667	8318.56666666667	8485.4	7434.36666666667	8842.86666666667	5808.26666666667	4462.6	4364.75	5453.4	6983.95	5373.6	5616.8	4180.45	4710.45	4184	4137
"Q9H223"	553573.333333333	490310	501590	1134450	869963.333333333	1016053.33333333	427210	401693.333333333	468893.333333333	595850	1266366.66666667	1319333.33333333	1329133.33333333	527930	494403.333333333	555840	651573.333333333	522653.333333333	580560	767443.333333333
