"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"
"1613"	799080	182114	904530	463950	1872640	786010	1717540	557983	750560	586380
"6961"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4821"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7029"	18620	16271	23615	21898	13244	36521	21740	18014	15414	2114.8
"7221"	79121	46973	121674	50278	59852	110014	63371	89188	63624	86875
"3795"	502670	503070	687070	441220	315720	753340	354100	562850	897530	401390
"2569"	225170	190450	195410	88076	10303000	620400	11458000	216570	516030	241830
"3675"	101270	198520	224550	74551	172490	154940	169570	189090	76949	252520
"3746"	36987	90873	78426	84993	104090	84037	110950	67625	90650	50235
"6696"	231060	133810	199690	2948200	506010	6434200	420920	2066400	286130	998020
"6699"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3009"	1282506	2618590	1591149	975164	1497209	1650120	1381694	1812030	1274709	1475185
"6609"	87551	97679	104850	62062	87141	83909	84859	66233	80689	49090
"6942"	74215	51868	61456	39042	58577	61335	62076	49008	45157	59831
"3903"	101422.3	58955.6	90740.4	41543.4	68753.7	105254	58560.7	98700.2	80018	100494
"5319"	454387	365794	603427	430807	332876	564669	374364	491803	447113	662524
"6743"	268920	43626	728410	72517	237904	65850	260736	335600	131519	1749340
"1108"	666758	466029	1566540	211126	915720	1350580	960860	1949150	773390	559394
"1243"	34891	18419	144130	5730.7	21290	56139	22860	34109	116840	22691
"1056"	5442850	3728880	9861600	2853220	6127990	4710940	6017310	5643460	9715380	5291310
"7034"	558000	387310	275607	850472	146795	296833	190369	335379	176132	437070
"539"	49161	5237.9	518160	574560	551150	49512	681460	268700	669980	98021
"3794"	119463	296220	148700	90470	98890	138850	92517	127985	227580	82401
"4869"	109960	73463	69184	80437	48980	61344	34192	66718	48871	47475
"6476"	999020	799180	992470	367000	916610	937060	908770	855650	763090	733210
"6866"	NA	92376	152080	69654	27850	106820	38325	51498	277990	240560
"2186"	64586	171978	79418	97531	122569	103861.2	253444	22231	17152400	111003
"1762"	1108310	519013	580134	505223	466594	859550	399095	629365	1383190	843170
"5049"	193543	74779	437890	101664	207468	376822	208567	323216	338570	90725
"223"	104960	111130	173427	107598	150312	140056	156540	142355	220384	140259
"4690"	164100	336170	300410	1599259	192574	214559	181224	272560	146256	194473
"4292"	201310	130260	202090	121120	121000	158570	127500	202030	208330	112940
"2144"	49840	48674	86328	36703	29490	118340	23394	67545	62272	75591
"5801"	36351	84202	55521	22812	51596	48621	47058	45908	85757	68708
"1645"	85563	87517	136650	39128	116070	129110	88208	69236	165810	122130
"4465"	222040	273820	264010	155960	234140	229530	206750	211610	369100	219360
"490"	1947820	3164800	2324200	1405650	3286200	2486300	3263000	2026990	2327300	1585840
"7138"	NA	39868	7871.7	5352.4	NA	246570	NA	237990	NA	1770.6
"4495"	179150	217170	137760	83702	236280	134780	208500	137290	149870	151810
"6846"	17497	10828	14559	2150.4	4877.3	8003.3	11335	5583.3	3133.3	12722
"5665"	860240	943653	598143	436534	999620	596309	974309	629001	600806	536571
"2445"	4194180	4078860	2966060	1795440	6206400	2445680	6308700	2928140	2919620	3222720
"6510"	796430	1044900	658460	707620	1120700	679400	1028000	609050	595400	383000
"4897"	30905	25563	69652	27111	48169	56850	50805	42766	34722	40350
"5364"	45019	34228	51832	30911	46070	41008	36273	42456	62058	29892
"4677"	337650	509490	258698	264910	221780	253850	228650	226838	653200	215430
"5525"	16312	11944	20526	11472	15098	17918	17652	21806	20887	11200
"167"	88674	89477	122140	87007	89714	127590	97344	124510	102270	98994
"3133"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6370"	374170	463000	280490	197998	194457	287590	167060	234444	454410	310687
"5151"	73357	88574	84218	44794	79003	67480	55547	77516	73900	92036
"284"	48578	63271	64959	42205	70925	86139	78544	81556	66066	52252
"894"	113360	158600	257290	50323	188910	68825	170860	163910	74041	46288
"3459"	33426	34273	64444	25867	34185	46852	45944	44262	34671	36112
"1439"	3073800	2043000	2048530	968130	3068700	1990930	2839700	2427690	1260980	1479130
"812"	778570	966140	866290	392750	632290	754270	664170	998860	1702770	739310
"6573"	41116	37272	46292	35484	44845	45050	38431	43762	30793	36555
"4774"	194769	151441	280680	126044	292860	293650	269100	261100	161897	192598
"4453"	921360	1972850	642856	349133	1383580	464204	1506140	402725	654726	463490
"2419"	2564800	2633300	2370920	2446350	3866000	1840900	4098600	2549980	1667140	1483410
"5861"	2188900	4023190	2341990	1742760	3527590	2556760	3437380	2154570	2303270	1837500
"3796"	208470	63226	326580	190670	79012	533430	95609	270550	212990	380230
"892"	25181	7783.1	78350	20597	38896	55147	36806	53365	36265	40537
"3774"	597420	554140	707710	410780	1314030	909210	1183470	789880	614490	447507
"1730"	334739	310074	450242	703141	228735.6	448591	237560	438537	478236	272439
"196"	553760	908133	644012	367537	857528	760981	868080	651462	657648	443971
"6344"	138960	270500	355080	82597	128190	310850	125450	308300	263180	195930
"1858"	208130	315390	215300	70791	126000	322490	141320	170250	131690	160010
"607"	152070	152790	166300	49956	83993	96331	94673	121370	56427	99033
"6594"	154720	19455	145170	79199	83299	119230	96512	79025	227270	100960
"6621"	1728040	968490	1091910	246969	559996	779079	601275	1200580	1314780	837260
"5268"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3270"	141827	96553	268380	150566	234294	250970	232014	217051	479840	454400
"6861"	1136.6	688990	642090	NA	751950	NA	887800	7980	670140	719320
"4946"	259839	270423	266456	136656	188346	223039	193328	237393	338574	144842
"6787"	353905	272535	221109	358702	481896	339948	411870	262566	388850	271260
"6814"	124800	162800	185260	171090	207110	183030	151410	147560	266500	336350
"7255"	174690	111160	168860	282770	231040	330280	147290	104200	491640	698030
"7157"	542580	270500	299440	117070	192530	223740	158180	370580	476690	247080
"4333"	6677.5	21513	60765	18962	77639	63456	59639	55116	122000	12393
"7128"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3778"	66050.6	68547.6	85434.8	96244	102660	89135.4	104422	47675.5	71712.2	66850.2
"4669"	202126	173580	293151	130393	387342	299636	351485	280484	229841	245571
"6620"	9331.8	26284	11188	6829.9	7479.5	15814	13283	7124.5	7014.5	11358
"1353"	1016600	469190	2160900	434340	499690	1407900	553560	1077000	1077500	621930
"4867"	121090	130220	111680	68004	139340	143740	114420	145040	107570	101020
"6985"	11353	43440	163330	90419	31570	250880	10513	138230	87508	124900
"4552"	468156	342206	425532	367174	405992	442858	417896	376691	450917	425849
"1583"	273130	257600	1684750	1241200	385260	1354620	499430	1014810	1178200	399820
"745"	71174	105850	80701	100560	85585	79093	93634	75849	90655	52788
"689"	192806	177713	211043	111990	137383	216212	138303	144357	363620	184631
"3544"	214120	159430	182140	184690	139420	128470	140350	156190	136060	184790
"2720"	142422	236183.4	210215.1	129232.3	79521	135120.4	89112	181483	253524.9	199617.4
"936"	94882	521216	180207	1082825	366305	1267432	346820	325658	427750	1987430
"1457"	1135910	1060350	2523160	630900	559720	1346670	755920	1881850	1704060	1589340
"6658"	19988	52401	75617	76766	117960	133670	96841	156030	96832	317020
"1122"	22039650	11772180	21547570	4947656	15300700	23841030	15703000	20168880	6460210	21436810
"5430"	193389	190209	268374	130524	136875	291715	138673	245783	287244	204400
"2521"	1449050	1236210	1069760	452700	2065060	806610	2006400	1014400	807180	860260
"4129"	56676	219400	110440	178260	148310	105270	144480	89285	143960	88729
"6888"	1441200	1543300	922190	675740	2051000	730860	2159000	996700	927920	1003500
"7235"	35003	35851	55840	51361	75198	43008	75476	52924	89008	60759
"6779"	274610	394310	255890	1696600	121380	311870	134960	248570	261550	346540
"6141"	601350	789840	721180	454333	446474	517807	465677	645650	450866	879880
"7263"	2430.3	NA	1365600	20029	NA	NA	NA	NA	NA	6889.6
"1001"	132570	146970	234220	194890	206610	286890	217720	214590	145170	141990
"515"	452715	798610	637392	385770	912920	373195	779614	497151	701258	468690
"5159"	219466	374751	198668	101410	342230	205161	327658	245102	197095	240345
"4288"	90502	267968	60968	48327	65265	67687	61069	60424	58247	101639
"2375"	3020600	2938900	2190080	1188850	3686600	2441000	3878900	1706680	2263270	1956890
"1175"	165873	87506	228228	8134520	391890	128526	342610	243210	246670	156249
"5411"	1258700	653690	306040	499110	608740	368940	505800	238820	294810	412000
"7243"	51224	65624	47046	152140	29553	164840	23058	135300	56542	344520
"3721"	66576	48453	93498	44525	75937	92525	39343	75503	100520	68322
"749"	861430	610190	771690	1071846	842790	654620	799890	680846	526988	399785
"6697"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3384"	147880	120230	75347	44499	77725	152960	82942	98868	135760	71333
"6821"	32594	NA	85689	NA	7524.2	40833	5057.7	23584	21100	65643
"6845"	607560	79354	354600	161863	179999	366280	193245	272424	274505	134044
"3907"	294412	438512	322921	223222.2	375582	316632	330888	297796	320162	293180
"1002"	297728	1268101	512964	822663	768039	680647	733655	663123	699363	596468
"6578"	126782	108839	143326	298505	332896	126911	359718	105249	397338	109028
"4008"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4362"	485745	755410	646447	481404	240572	654220	303188	526800	827720	416510
"5924"	155883	133432	92338	519650	991680	130392	1043120	92762	1181270	273195
"6804"	408740	138790	253390	144650	73522	194870	80609	172090	173100	89689
"6483"	672340	559110	633530	346505	434060	517340	458190	553360	779370	508710
"3236"	45811	74170	58191	26647	82306	50524	78663	47998	59953	47381
"2383"	497979	339256	522520	205337	492044	321491	429003	410284	307400	581235
"4721"	147620	84602	188390	53100	76181	156310	76250	164950	58582	149450
"4871"	3845200	3780500	1854000	1345900	3317000	1494100	2998300	1820000	1344700	1642400
"3555"	100570	80622	131990	66927	126720	96398	135400	84247	327420	28586
"3462"	22239	57061	55687	34768	34827	43974	51890	35784	39496	29594
"5747"	605598	637454	1031965	524870	1339125	893015	1161134	884841	524851	691017
"6898"	73163	42412	79756	28097	28025	39609	25707	46987	117650	21447
"6925"	611450	1123710	460010	568630	668140	358790	644450	432160	729620	421340
"4313"	1522139	1696848	1430921	978930	1541185	1235069	1545287	1305141	2120301	1879983
"6623"	312120	261720	351710	213650	177280	335660	196750	336300	195720	343600
"960"	544140	886800	673140	446666	756120	536080	808520	572800	465574	523579
"6073"	7135.1	23689	20318	NA	17066	32039	21662	23080	19647	28922
"2539"	1988630	1575560	1098860	717570	854679	803910	917040	983020	874160	1419790
"2705"	1034990	696100	1165920	413080	766780	657960	666720	851860	799050	768100
"5854"	456560	456250	410540	330770	448330	475290	406370	408490	515460	309780
"6895"	973060	1142100	995850	462230	1063900	820200	962120	944880	878970	889510
"720"	77984	88689	69092	53010	70578	73007	71189	64849	85663	69293
"6204"	592070	593820	514943	688126	284948	519722	365480	572882	353811	391538
"2081"	NA	NA	NA	NA	NA	1836.5	1759.6	NA	1913.7	NA
"5742"	38604	44703	144780	68343	65285	549500	91824	79883	136000	31212
"1361"	390800	133436	282962	1655480	421940	273640	447697	183496	132402	130249
"1844"	399780	368260	269700	303330	622040	303280	617150	266980	384910	239450
"3614"	55470	26928	57625	16204	35480	59756	36849	90434	43362	52271
"1224"	43016	25482	88490	22811	68613	57778	65184	96417	29850	24978
"777"	166550	85942	134090	30380	68499	98960	69578	90935	156460	85925
"6437"	201110	271380	175890	100260	209420	173870	188580	169230	248850	183350
"6834"	606990	803550	596550	290880	452770	544860	503950	683270	346370	665690
"331"	996630	840632	976920	691040	1435360	1748520	1502060	921070	1295110	867085
"149"	411500	332330	360400	114750	334100	345390	335560	306140	352230	243030
"2371"	982280	1434450	940510	455106	1457040	693696	1611710	876170	402122	705926
"6565"	106830	94267	181570	124920	112300	173820	112760	124660	201470	93630
"3257"	59268	56982	63926	37905	49750	51394	39813	49766	57970	56653
"7023"	2012600	1278400	1151300	379970	1030300	784480	970750	851750	557100	861170
"3583"	77486	152650	115650	251320	76225	148520	97142	121870	172240	85426
"4256"	81887	64838	99830	79249	86372	85595	75993	99961	137673	84920
"5972"	39045	39401	34069	33347	25961	41855	26461	33120	76590	29946
"2772"	21926	11719	33654	16530	14474	18852	5708.7	26632	25181	16874
"7075"	471330	512810	456020	274831	442720	385420	407830	425470	642550	367890
"2794"	100418.2	80357.6	139905	309120	329060	176340	307318	104238	433159	208395
"7179"	380130	661140	328450	185220	401480	222700	374320	331580	392290	348240
"5031"	353751	401430	218087	286170	575210	225379	580660	242708	265442	303733
"4458"	1256906	980696	395772	223857.9	297887.1	803820	253107	419450	230066.1	1038213.8
"6154"	171035	185612	232650	193405	160615	330310	132990	162974	2121600	239135
"7031"	2936300	3259500	1740700	957820	1518000	1184200	1507800	1563600	1981300	1635400
"6830"	119960	51695	11253	103670	163040	140220	180540	226950	124840	377600
"3238"	199915	345884	240215	204633	205034	213557	189982	183914	345894	416347
"1203"	2099270	2165780	1867220	3995090	2340140	3454990	2573130	2219850	2954090	1083920
"4212"	41376	17450	39547	17086	19348	31809	19071	29290	66894	53137
"225"	240695	354316	363710	186539	245215	241826	300853	318050	207111	272730
"1893"	85084	184500	105620	70127	115090	88350	119040	90942	106470	86927
"6255"	430550	300040	309750	565020	689720	285950	734850	273050	393890	209790
"3685"	49775	58419	75854	39991	59103	69567	77736	56794	58409	64805
"302"	1151500	777230	575310	367930	802760	622340	728220	577010	693140	600020
"6910"	326470	1310500	3550.2	199460	194330	8850.1	192450	176450	526160	2104.5
"2227"	65527	96616	69641	54019	61512	62183	51287	66311	64741	48086
"3058"	138340	124140	44126	27017	76092	50763	75192	62055	125610	46192
"4518"	251480	489920	270660	464480	321370	230860	262970	319950	279920	166380
"428"	219757	1367657	242769	794771	515394.8	198132	556622.1	224457	1520220	407778
"2979"	286861	508858	163329	225687	259350	213309	253054	327635	195975	145986
"6957"	139680	69749	208980	83223	95149	204360	87433	1893.4	180520	37842
"6881"	812600	5471800	1314100	29171	818120	584950	762750	24628	468210	97698
"6339"	33183	17994	40505	17354	40924	29332	38119	36395	23642	32050
"1303"	1504040	1423200	2116030	2057040	1805540	2816990	1672550	1773260	1891440	2382260
"3568"	238142	250190	223769	194169	253470	236145	250460	257247	291520	238910
"7168"	3737000	2748800	2800700	1347900	2830900	2019000	3007400	2509500	3448400	2557500
"4048"	62411	125387	85654	142640	53326	68602	49914	66610	133464	69024
"362"	81311	94141	113250	87972	71425	97165	78889	102080	65108	104220
"1270"	265861	218914	265470	1419190	362950	236497	368480	295990	340920	141802
"7139"	70395	65416	55273	610370	176200	115000	212490	116060	602940	17466000
"4439"	447700	568550	526410	340907	578240	478380	569690	495370	463830	351880
"4044"	219166	106172	358810	227778	205028	386605	227232	254423	159181	164919
"5074"	555814	662385	632541	524405	501587	593777	534971.4	469455.3	516938.6	490909
"6981"	52334	15205	28197	125860	32320	57705	31618	660790	28217	1037200
"4220"	467050	480660	617710	321536	395510	553500	396870	471110	519060	400560
"6409"	100830	106540	128960	101280	115670	138740	115410	119260	106450	115450
"744"	24135	34162	54477	43205	20507	91551	18337	14800	43374	26294
"6853"	331180	468080	401820	264090	477260	500530	510070	342220	413890	217410
"4217"	276685	337279	304190	172405	225583	235397	212269	238807	227574	216552
"6934"	283440	143090	809700	177310	199520	489330	219250	439080	278920	142880
"4293"	175490	200120	330730	221220	110440	205610	94116	215390	163940	135220
"6775"	59161	70474	107850	68585	89003	74559	98501	97451	104700	88395
"2573"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4028"	170030	121170	186350	136010	170710	140180	146970	153820	149910	116670
"2311"	243700	140410	121240	64817	77550	98029	88049	103650	172750	43168
"3414"	558590	550070	807360	216149	334125	534260	352227	685040	445106	676880
"3855"	27873	6154.6	28541	5399.4	29431	36354	31113	25922	26894	20395
"6172"	120727	122568	185587	113404	184349	315850	210992	283450	194066	119455
"5318"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4838"	313650	389040	432550	267880	365620	391560	303670	445490	351400	344640
"6655"	239195	293854	340948	218199	318909	310689	318404	279165	4643880	322006
"2807"	156840	385830	294170	911980	340770	70343	278510	318420	133540	163280
"6757"	3052100	13613200	5785100	10569400	3844510	10235300	4200720	4946000	3262610	5196500
"6592"	244141.1	491110	164139	177667	185120	140704	165566	101919.47	521643	219218
"2136"	90163	74590	53824	69634	58912	38144	67470	47282	95174	42204
"768"	52134	77485	43625	33971	54259	52151	44611	43362	42360	45935
"4345"	27832	25342	47825	15581	27675	48938	23436	36310	29165	35806
"4718"	212410	218370	392880	71169	290130	198860	305400	295670	94556	258240
"4009"	59076	38347	59602	48240	43145	48316	57102	36664	36481	60104
"5465"	276550	466940	262060	143792	185002	311670	254940	266610	193591	175712
"4568"	14909	19115	22599	14623	18152	22242	21507	12271	16976	21631
"5422"	126481	178864	170115	84123	110477	126369	115554	125180	114315	96322
"6983"	922430	258730	2216600	1496400	528960	2191800	717280	1831600	2185700	759310
"7199"	1267200	657370	23289	7258400	50806	NA	244140	18528	21890	10871
"6997"	665786	452367	855540	1284552	744280	1264077	701840	906193	929075	623497
"1649"	1158491	975363	856747	913142	932236	913658	883684	1064542	643504	684651
"2897"	125240	202800	166130	48320	125350	102200	121320	151460	84426	59718
"7206"	219220	159990	140220	243690	107900	151750	121320	162500	236990	254050
"7260"	182720	189930	237830	650550	131500	379620	163490	280560	484350	1107000
"4285"	772470	742330	848190	408400	1009600	654360	936300	749080	375420	676910
"3622"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6027"	542440	605790	1218030	977540	1107230	796640	861310	974540	748850	308856
"5635"	34972	24366	31921	29497	27013	96747	34248	33721	53201	41077
"2258"	872030	866030	739360	414880	848030	494060	866750	786770	773900	617250
"7070"	1508600	2467300	1786400	985410	633750	1511400	803210	1242700	1075200	1069600
"5610"	173208	284440	212459	151923	125476	170870	115287	205087	130521	156529
"7257"	81579	62410	105980	148870	60758	169790	69040	78259	141100	208930
"2151"	52755	50211	57900	40369	66086	66680	66280	58887	20702	24347
"5463"	365210	288290	321820	257000	505710	530790	518880	323470	304840	177758
"6651"	147140	185570	162700	68698	171830	138100	181480	125390	180860	165240
"6718"	NA	526820	NA	NA	NA	NA	NA	NA	6672.1	NA
"5349"	137350	192530	132840	90199	82315	121310	70168	134100	117970	144950
"4507"	25596	85641	17374	58481	21301	20880	13847	10254	14272	26891
"7161"	NA	523140	1806.4	399570	520080	589.3	590320	158940	339780	158400
"3854"	31105	43909	152670	97447	17130	95878	28530	108880	28728	184650
"1275"	5339500	1751400	4092800	1336000	1478100	2017400	1635400	3560200	3262700	1025100
"7176"	50048	44532	54614	39196	51540	91870	57128	63369	31562	87443
"6972"	260370	196010	195720	470100	775430	250650	782510	176180	618600	429490
"177"	490570	387840	297350	431290	406100	315470	445210	446600	377050	509320
"6278"	39183	63819	83086	50910	37343	65509	52850	62300	54383	27885
"3328"	230956	132722	271582	467045	131664	255232	128103	263197	236542	194489
"2248"	75284	20575	29253	167700	37410	17740	29252	23519	22358	17915
"7129"	84415	111010	99664	62362	94251	92246	104270	70104	81824	79011
"6209"	143603	192681	155694	128111	107003	133826	106384	123985	192472	145271
"5133"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"327"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"884"	13376	10669	5473.1	10796	7934	13156	16619	2718	5603.2	2008
"6978"	852560	644810	1169990	411084	615040	845320	660370	1065820	699151	864440
"6503"	904768	555027	577455	402935.3	418884	453156.5	428992	564741.4	1027951	688910
"855"	442239	377081	638158	223792	406178	599238	451539	453074	503046	724889
"7170"	133190	51147	11791	265110	104930	57068	91064	83716	53744	710140
"7087"	489830	1024400	490340	295820	702490	432640	668710	473110	421980	604510
"1704"	874330	588230	682640	451590	713310	793660	739610	554790	560380	408370
"5439"	22935	23095	26032	4399.8	8488.3	19900	13644	20419	38945	14592
"4213"	43225	18080	26666	44403	20332	38840	19461	28767	32176	22913
"4685"	39666	70516	46034	17867	50692	34520	53773	52065	23908	64200
"3088"	17113	32644	37432	39649	22462	29464	25949	36037	50104	26703
"7085"	30206	NA	1244800	19686	199060	23278	215070	1022500	460880	579650
"5488"	133070	74337	130920	69042	106690	159350	87339	137780	288870	181370
"5086"	549620	398670	417160	363950	290900	538800	279520	473800	474450	366480
"6782"	94103	71632	105160	159110	105310	160450	104000	65856	239930	361170
"5892"	148682	339230	165183	127696	180848	175223	169600	206703	150487	165540
"4226"	38672	26676	38033	26868	27424	40308	37770	36589	37446	34721
"5906"	255670	345230	332650	242600	387800	459360	375690	404230	234270	373030
"4370"	300160	309620	274650	239438	327660	325320	341940	330730	285170	237283
"2582"	26495	15083	29764	1108800	47982	NA	23056	20427	29358	37572
"5130"	31982	26618	35743	6748.4	23984	37322	9873	31154	71334	12843
"5657"	850880	342490	634220	684270	423480	710120	424690	705430	348670	416620
"4300"	292660	202460	145950	116920	119840	156920	119060	129910	273920	144380
"6540"	1081730	873570	906260	548890	880528	1082830	919065	813600	983470	1124660
"1158"	925910	45024	25232	15989	20419	39647	NA	NA	6412100	54799
"5036"	20079	18670	22487	2351.5	18783	12445	17671	17251	12731	21560
"995"	1975900	816660	226360	2129300	1031000	1226700	1016700	456340	1005400	800080
"6835"	199750	6569.6	390700	35795	53393	269690	75566	415740	362330	317820
"788"	466590	951770	227130	188790	377030	251640	406960	251300	561800	457330
"3399"	200440	185530	171580	154950	189040	186030	209960	161340	220400	214390
"4206"	31490	32710	36956	27093	32071	28298	26492	32839	27613	16849
"6880"	57817	127260	55864	118470	52901	71564	53149	87777	101250	71893
"7171"	419980	1062800	230000	147460	334920	301070	300550	590320	235220	595660
"4668"	72501	72205	67454	22133	82214	55232	83632	68244	56446	39812
"3808"	714540	705600	812960	343920	659410	556530	701690	692750	497010	511820
"6976"	47163	39807	44125	14968	30751	21475	23548	30451	23635	21897
"2934"	75450	46829.9	203279	135336	64471	270480	65276.8	144971	179272	87813.8
"3847"	226910	262750	186800	106230	168960	211080	140210	183540	254490	160360
"2325"	188567	181589	93688	94670	144296	113628	120946	138453	85665	75619
"7110"	13395	18490	19387	14265	22256	18295	26439	18569	26874	11012
"5736"	990750	760130	708580	1157450	1498770	778530	1405800	982760	842330	494640
"5943"	43018	252220	258050	34968	62251	56384	61631	87691	48718	40420
"4232"	30868	41598	28362	10685	31466	23211	43153	35390	19678	34017
"4101"	107230	63451	126970	66752	110020	170320	116930	85250	120040	68882
"3372"	128550	102640	68031	62113	74476	132190	76551	104360	135400	88955
"6184"	19228	19952	27615	38474	34261	30037	31347	16103	241330	26886
"7142"	382530	818930	870190	22295	267900	483640	260110	560630	102080	57101
"3979"	18193	7055	20673	5074.9	14510	15797	10893	18295	19194	13525
"4884"	38522	22996	23881	13724	22366	13167	28636	27917	16676	24398
"544"	39630	24930	48817	21871	9969.2	32792	17522	26970	21770	41268
"5872"	507340	170198	468750	172073	335229	480570	371880	508560	325256	490010
"4740"	875379	945558	960541	643947.1	1609518	898187	1539669	915371	1086626	916967
"561"	93974	80273	119260	64416	120140	112180	99291	73489	74914	103440
"991"	25128	8729.1	1466	76714	334990	15416	271990	5597	144190	7501.5
"6262"	326657	518820	243001	209972	338299	239116	368618	252691	209143	291529
"4756"	473020	538770	502920	246470	594580	363620	550250	416490	722390	346570
"6722"	193100	265520	185930	504330	240680	350470	254420	233300	258320	208610
"6940"	558460	506260	378700	170110	474030	434890	439190	357010	246560	244840
"6557"	83195	131490	85355	85033	73381	104370	84394	67378	176160	58786
"310"	34495	27779	37563	24802	26519	37289	24890	34619	49027	36220
"5915"	3095.7	60351	85041	89536	10800	6933.2	6942	1832.7	86426	8212.8
"6622"	416390	616090	523120	189710	279880	399300	377730	420710	174670	147340
"6694"	267620	267480	193050	131210	175410	167850	183490	153940	160040	186200
"5530"	93130	92907	93097	49858	88201	162650	83367	115990	67852	100810
"3829"	303330	318290	232310	125150	119970	209560	108840	209870	302410	232960
"2867"	210470	255410	329430	113120	214540	287430	224390	252740	225330	157850
"7081"	81739	69005	167260	82384	122910	216570	130270	157040	215140	112930
"4421"	76718	58127	87164	56406	77619	66423	95959	66166	91954	67656
"3242"	63560	117520	138020	45432	73089	87460	69424	68009	795930	71410
"1761"	1247802	504928	3604089	1861442	3242909	2632265	3313839	1794633	3960809	538274
"6873"	85193	252070	41058	182350	213690	100450	181760	133660	84694	72944
"6188"	19317	22012	31769	10300	23767	34891	21097	11121	27310	24459
"6899"	465750	594890	511590	254540	917370	503520	873140	500250	438680	497240
"3580"	191090	181560	98372	58284	51040	88485	60072	92523	93876	63072
"5495"	436730	336780	335130	248230	286800	414950	313970	398800	349410	433450
"779"	366549	194663	741400	644438	342794	961280	329405	648190	624660	179916
"4504"	4637070	2618980	3367010	1210450	2638010	2202430	2562530	2108430	2374220	1150580
"5444"	476068	250504	550420	322905	315114	802673	348696	572121	532459	287884
"1097"	93402	45963	38853	106720	32638	183970	39954	24894	149370	454600
"5309"	36123.8	34990.2	59866.5	47728	42364.7	87928	29574.7	56661	46265.9	46204.8
"6371"	228215	153362	394590	366350	343130	197238	315130	334356	309350	261620
"4541"	116570	215080	134770	98597	86010	97997	89867	100200	157770	102510
"7006"	73238	29464	126290	50723	99191	81084	90108	106620	67246	76677
"7131"	92137	115070	109940	107020	109150	111570	123910	104110	86294	232800
"6308"	269160	1099400	213070	208960	527400	229210	550740	219870	241180	107830
"6892"	22309	31911	21021	12308	26295	20919	31191	27257	40863	57606
"443"	11381	11445	48236	13162	15783	32591	20199	18892	20959	23795
"6321"	51684	13839	45402	11238	34822	37488	30644	33640	29755	36959
"1018"	18885	36628	45147	109400	32521	37133	33415	34711	35186	28112
"6054"	37875	25091	51149	10626	37732	35614	40912	36798	18622	21484
"7200"	3946300	4643600	3339300	2894600	1146400	1957500	1443900	2010300	1439900	1127000
"6583"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4819"	332110	769570	286960	132500	647820	269920	591010	363800	391480	356180
"5313"	1893700	1875000	3757000	1235700	1883800	2549500	1932200	3559500	1332400	2999400
"5323"	195900	283190	142070	69332	256550	130900	250070	142820	143820	174080
"2102"	65295	44431	98084	30932	69555	86846	80011	83084	2724300	90041
"7061"	443320	673340	420270	473000	917730	596190	851040	544930	523460	378760
"2717"	56041	78985	86243	40215	61628	73936	51660	65369	59306	54112
"7236"	122040	232150	152210	191470	149250	181670	157780	117560	292570	294240
"7258"	275790	317370	257920	1073000	251150	949880	253800	523620	1101200	1280500
"2372"	192270	477780	245720	92972	247310	255330	225540	224380	132790	181890
"5509"	23603	16883	19971	12398	17836	20091	14003	13800	19273	13354
"5115"	1512070	895770	1711630	547380	1668630	1366250	1782270	1445490	589920	1429650
"7249"	206930	NA	480190	NA	827770	827320	814690	456500	344010	NA
"6993"	22346	44857	17825	17090	42922	37796	64186	NA	5400100	49150
"6653"	434000	6142100	1491000	507500	2655800	1014900	2704500	573470	390720	1911800
"258"	110050	57688	145360	38732	86458	113540	102500	103600	88485	119930
"6537"	49086	73311	50714	98400	41274	59793	41274	42673	57700	37955
"786"	45807	105790	76905	63405	62025	74873	58981	87399	66800	65237
"3863"	81461	112940	110210	126010	160770	134700	159130	116250	140440	221110
"4095"	172990	496060	189930	284710	359800	151320	346550	219030	271770	209970
"3463"	83113	116879.7	163011	134162.3	218741	144296	222112	126737	157677	153879
"5907"	314350	1116920	311690	193702	308030	380370	315180	325510	233478	387540
"1250"	29902	61717	18683	29959	38846	187750	32754	14118	24591	69125
